01	213
02	5,10,12,14,16,18,22,44,54,56,63,69,71,88,103,108,112,118,126,134,156,164,165,167,210,282,373,513,563,1666
03	630,829,850,1104,1554,1616,1659,1937,2789,3391,3576,5231,10096
04	27
05	15,39,40,51,70,72,80,82,83,89,94,102,104,113,122,141,145,153,163,186,188,191,199,202,220,225,230,232,244,253,264,284,286,289,302,305,308,344,353,362,401,413,443,445,457,540,561,578,605,609,633,684,690,691,766,847,862,863,878,889,908,920,931,933,994,1079,1161,1199,1201,1312,1362,1852,2360,2649,2762,5223,8513
06	95,178
07	65,157,180,237,249,262,268,297,315,347,350,361,371,375,382,407,423,435,446,449,464,488,491,497,511,523,547,549,602,612,617,627,676,677,687,708,711,735,760,778,783,790,819,832,840,853,868,873,880,891,912,923,928,940,949,1001,1007,1010,1015,1024,1056,1059,1072,1102,1106,1128,1134,1148,1156,1164,1188,1191,1207,1213,1250,1309,1320,1334,1358,1361,1376,1398,1420,1467,1474,1493,1506,1538,1560,1579,1622,1657,1672,1688,1727,1739,1746,1779,1823,1858,1898,1914,1922,1945,1950,2072,2156,2208,2214,2305,2346,2504,2519,2540,2593,2651,2677,2687,2715,2766,2767,2782,2840,2888,3255,3374,3383,3474,3487,3496,3502,3744,3784,3849,3951,4061,4336,4350,4539,4626,4701,4704,4787,4862,4971,4988,5135,5188,5318,5428,5448,5513,5698,5867,5893,5942,6030,6041,6463,6476,6609,6817,6880,7232,7259,7289,7450,7461,7865,8015,8223,8607,8681,9044,9228,9671,10095,10845,11409,11690,12053,12079,12883,14023,14227,16263,21776,22767,23936,24163,24459
08	553,558,660,999,1022,1200,3051
09	60,76,105,120,123,133,136,143,168,179,196,203,204,212,219,228,234,246,271,275,287,300,314,317,321,328,329,351,370,374,385,448,451,496,526,541,645,648,659,704,732,823,1314,1466,1532,1605,1865,2720,2864,4182,4411,4416,4544,5484,7305,11050,12907
10	293,394,441,458,486,493,530,551,575,577,585,625,666,673,678,689,694,759,763,789,796,803,815,822,833,838,839,864,882,892,899,952,958,959,968,973,978,986,988,993,1002,1013,1023,1031,1044,1057,1061,1070,1112,1120,1121,1131,1139,1154,1158,1171,1173,1189,1197,1198,1208,1211,1214,1222,1223,1225,1227,1233,1251,1257,1259,1275,1278,1300,1325,1341,1350,1368,1381,1401,1414,1416,1422,1430,1440,1473,1475,1478,1481,1507,1544,1573,1589,1593,1596,1604,1608,1617,1643,1647,1664,1687,1689,1691,1692,1693,1696,1700,1730,1736,1770,1772,1787,1857,1863,1881,1883,1886,1892,1948,1955,1987,1990,2016,2024,2030,2059,2075,2078,2111,2131,2177,2225,2230,2234,2235,2238,2318,2330,2332,2347,2363,2400,2431,2444,2445,2455,2463,2524,2529,2530,2545,2551,2570,2572,2598,2606,2645,2655,2663,2674,2707,2714,2717,2728,2743,2775,2787,2816,2817,2818,2942,2952,2967,2985,3006,3015,3023,3041,3069,3076,3080,3121,3141,3143,3185,3211,3246,3333,3339,3349,3363,3364,3377,3387,3512,3534,3565,3618,3620,3665,3667,3678,3752,3778,3796,3808,3833,3841,3857,3891,3915,3917,3941,3980,3986,3988,3998,4004,4033,4060,4086,4100,4134,4149,4155,4156,4165,4237,4272,4276,4304,4346,4372,4423,4431,4460,4486,4532,4629,4659,4732,4735,4762,4798,4799,4812,4815,4828,4866,4948,4957,4980,5009,5068,5108,5165,5176,5213,5218,5235,5241,5249,5269,5345,5396,5416,5485,5495,5535,5544,5601,5646,5699,5703,5711,5777,5858,5865,5868,5877,5909,5933,5940,5962,6058,6077,6204,6338,6431,6492,6552,6581,6701,6740,6762,6814,6841,6842,6845,6919,6938,6972,7010,7087,7091,7108,7127,7192,7202,7209,7226,7348,7360,7421,7521,7568,7610,7769,7774,7999,8106,8108,8144,8311,8351,8415,8534,8617,8643,8796,8978,9142,9185,9198,9244,9311,9438,9668,9710,9713,9745,9781,9840,9958,10073,10319,10338,10509,10518,10683,10702,10773,10788,10808,10900,10947,10973,11056,11153,11379,11670,11775,11841,11941,12040,12221,12285,12297,12578,12641,12704,12928,12946,12988,13131,13316,13329,13457,13462,13564,13653,13693,13760,13918,13939,13980,14150,14466,14727,14743,14847,14857,15274,15477,15783,15863,16317,16323,16341,16564,16606,16616,16736,16798,16936,16949,17047,17083,17394,17557,17679,17707,17771,17955,18063,18108,18200,18362,18422,19021,19200,19285,19756,20894,21473,21504,21840,21902,21916,22880,22980,23332,23863,24182,24185
