01	162,287,961,3135,3330,4587,5709,9414,10795
02	593,840,1363,1586,1922,2013,2377,2804,3231,4066,4292,4404,4925,9452,9944,12594,16789
03	1587,1610,2594,2778,3226,3932,4035,4455,4788,5398,6148,6656,8537,16088,16337,17536
04	0,1,9,116
05	18,34,47,49,64,70,100,101,106,111,113,117,123,129,144,147,167,173,187,193,194,198,218,225,230,240,242,251,278,299,330,369,371,402,408,421,425,452,499,526,555,564,581,594,613,635,636,651,670,704,736,744,800,812,833,836,855,872,899,932,943,968,971,1056,1058,1102,1157,1170,1184,1187,1204,1275,1313,1327,1371,1396,1411,1436,1457,1479,1584,1650,1754,1796,1851,1956,1962,2008,2033,2043,2195,2239,2297,2363,2431,2660,2830,2908,3118,3617,3647,3669,3790,3964,4067,4100,4298,4724,5026,5373,5501,5934,6809,7868
06	11,12,24,32,57,58,59,67,84,93,96,99,103,118,135,172,184,192,196,202,204,216,221,234,250,255,256,314,349,356,438,455,522,541,579,588,642,687,788,810,848,870,931,980,1009,1067,1080,1125,1303,1628,1635,2262,2610,2775,3473,3595,3970,5165,5969,7043,7081,7968,8360,17874
07	15,46,61,72,82,90,119,139,143,146,155,171,178,197,206,207,210,236,237,249,263,286,294,315,363,366,396,409,414,460,463,478,520,602,614,657,699,714,715,765,799,845,846,883,887,905,918,956,1046,1152,1190,1282,1370,1388,1402,1506,1530,1795,1824,2046,2138,2440,2618,2623,2762,2894,3121,3287,3432,3975,4621,4850,5953,7885,8885,10898,11516,12608,13559
08	87
09	2854,4589,9413,12203
10	1877,2367,2439,2655,2745,2758,2849,3027,3838,3854,3868,3985,4259,4304,4331,4394,4460,4522,4817,4872,4887,4979,5072,5096,5131,5148,5152,5439,5442,5498,5523,5653,5693,5702,5894,5905,5988,6060,6091,6094,6105,6135,6181,6244,6259,6294,6302,6531,6546,6577,6596,6699,6726,6734,6771,6782,6806,6820,6880,6893,6894,6934,6993,7028,7095,7112,7140,7148,7158,7212,7217,7288,7298,7314,7379,7408,7488,7539,7569,7620,7632,7643,7662,7692,7697,7704,7731,7741,7753,7804,7819,7841,7850,7861,7872,7894,7898,7912,7929,7957,7984,8007,8046,8086,8135,8220,8225,8239,8261,8268,8352,8444,8462,8482,8532,8560,8574,8577,8689,8716,8828,8830,8860,8916,8947,8984,8996,8997,9015,9082,9101,9122,9159,9161,9187,9221,9226,9245,9270,9297,9305,9328,9332,9335,9344,9393,9419,9425,9432,9461,9464,9472,9493,9507,9517,9564,9567,9569,9579,9603,9605,9617,9631,9726,9742,9789,9807,9811,9832,9888,9905,9908,9910,9949,9973,10007,10017,10068,10156,10199,10206,10208,10210,10215,10216,10225,10266,10306,10360,10365,10378,10408,10439,10462,10485,10487,10532,10538,10543,10592,10623,10652,10655,10671,10714,10716,10756,10791,10813,10831,10849,10862,10888,10904,10928,10966,11019,11038,11047,11093,11145,11147,11150,11192,11204,11208,11241,11259,11268,11305,11353,11366,11414,11418,11426,11438,11475,11482,11511,11549,11562,11563,11663,11686,11707,11711,11719,11721,11725,11740,11745,11770,11786,11809,11819,11838,11840,11866,11917,11951,11960,11966,11973,11982,11998,12006,12033,12068,12100,12133,12140,12190,12207,12210,12225,12232,12266,12283,12344,12367,12394,12398,12402,12472,12480,12494,12496,12556,12573,12591,12619,12627,12646,12649,12685,12694,12717,12735,12752,12791,12797,12799,12802,12804,12914,12933,12935,12947,12948,12984,12987,12998,13004,13026,13052,13066,13076,13128,13185,13187,13188,13195,13200,13239,13246,13280,13282,13291,13294,13309,13314,13363,13367,13396,13449,13453,13460,13464,13465,13512,13526,13569,13622,13624,13677,13683,13704,13716,13718,13772,13812,13817,13839,13849,13866,13869,13923,13942,13947,13982,14012,14025,14063,14102,14117,14130,14157,14166,14167,14185,14191,14201,14234,14276,14298,14322,14337,14340,14341,14345,14359,14397,14405,14422,14464,14512,14574,14627,14643,14652,14663,14675,14678,14693,14700,14705,14708,14715,14736,14737,14753,14757,14816,14824,14832,14843,14870,14895,14898,14904,14921,14925,14930,14966,14983,15003,15006,15014,15026,15083,15085,15087,15158,15194,15195,15196,15197,15221,15244,15252,15261,15294,15296,15311,15332,15333,15366,15378,15387,15397,15401,15451,15489,15497,15504,15514,15585,15600,15605,15623,15624,15684,15705,15721,15738,15746,15747,15758,15767,15806,15818,15835,15849,15876,15940,15972,16040,16044,16086,16126,16131,16140,16146,16150,16223,16298,16312,16338,16388,16419,16435,16443,16484,16488,16603,16616,16619,16676,16714,16746,16771,16802,16845,16861,16862,16877,16910,16941,16958,16961,16962,16968,16969,16971,17007,17042,17074,17098,17100,17109,17111,17113,17148,17155,17156,17161,17224,17287,17291,17294,17326,17330,17348,17353,17386,17404,17412,17430,17439,17455,17456,17481,17542,17547,17552,17592,17611,17655,17677,17678,17728,17763,17764,17796,17813,17849,17894
11	379,449,550,1156,2264,5357,6017
