01	45,55,75,78,86,98,112,117,121,126,128,133,135,141,151,160,165,166,168,169,174,175,180,181,185,187,193,203,207,213,214,216,228,229,240,247,257,264,267,268,271,275,281,286,297,298,300,304,310,313,314,317,326,330,335,339,340,342,343,352,354,357,359,361,366,371,377,381,382,384,385,386,393,398,400,401,402,403,407,411,416,420,421,424,426,427,429,433,441,444,447,448,451,453,455,460,464,469,476,477,482,486,491,493,505,512,517,520,524,528,529,530,531,534,538,540,544,545,556,563,564,571,573,574,577,579,580,584,588,591,593,596,600,609,612,613,621,622,623,624,625,629,635,636,641,645,664,667,668,669,674,678,684,688,696,700,704,719,721,726,727,731,735,740,745,753,756,762,763,765,768,776,777,782,785,794,800,807,808,809,811,814,816,817,818,819,823,825,826,827,829,832,834,836,839,842,855,857,860,865,867,869,871,875,879,887,891,895,898,902,913,923,924,927,933,934,937,939,943,945,958,959,960,962,964,972,982,983,997,998,999,1003,1005,1017,1018,1025,1027,1035,1042,1047,1049,1052,1059,1061,1068,1070,1074,1077,1078,1080,1086,1087,1090,1094,1097,1102,1103,1108,1115,1118,1132,1138,1139,1156,1161,1162,1163,1165,1178,1180,1191,1193,1194,1197,1198,1204,1216,1217,1218,1224,1227,1228,1233,1238,1240,1244,1245,1255,1257,1258,1259,1268,1275,1277,1280,1281,1294,1297,1301,1303,1304,1314,1316,1317,1318,1319,1322,1323,1326,1327,1334,1335,1336,1339,1343,1351,1355,1357,1358,1377,1379,1380,1382,1386,1400,1403,1404,1406,1412,1417,1418,1419,1422,1423,1432,1437,1440,1450,1456,1464,1474,1481,1482,1494,1501,1508,1514,1518,1521,1524,1538,1547,1561,1575,1577,1578,1579,1587,1591,1596,1599,1606,1610,1612,1613,1615,1619,1623,1632,1639,1640,1642,1647,1648,1653,1663,1664,1672,1675,1677,1680,1690,1693,1696,1697,1700,1705,1706,1712,1724,1728,1730,1734,1737,1740,1741,1748,1760,1769,1770,1778,1779,1780,1801,1802,1805,1807,1818,1819,1828,1836,1837,1843,1845,1848,1853,1861,1863,1879,1881,1899,1903,1905,1908,1917,1922,1924,1933,1935,1946,1947,1950,1970,1971,1978,1980,1982,1988,1989,1998,2009,2010,2016,2031,2038,2041,2045,2050,2055,2059,2061,2071,2075,2076,2079,2082,2085,2100,2111,2117,2118,2119,2126,2129,2134,2138,2145,2147,2151,2156,2166,2171,2175,2176,2186,2188,2189,2193,2194,2205,2207,2208,2223,2224,2229,2230,2232,2272,2273,2278,2280,2283,2288,2290,2295,2299,2306,2315,2322,2324,2330,2338,2340,2341,2346,2354,2357,2358,2362,2365,2376,2377,2389,2390,2395,2396,2398,2399,2410,2413,2423,2428,2447,2449,2467,2475,2483,2486,2496,2499,2503,2516,2532,2543,2544,2547,2556,2558,2559,2564,2577,2578,2580,2583,2584,2588,2608,2612,2628,2633,2649,2655,2663,2680,2685,2711,2724,2733,2742,2744,2751,2755,2758,2772,2781,2792,2799,2810,2813,2821,2822,2832,2833,2844,2848,2852,2860,2864,2872,2875,2876,2878,2880,2882,2884,2888,2890,2895,2915,2918,2921,2925,2959,2974,2976,2983,2997,3008,3009,3011,3030,3031,3044,3072,3089,3090,3095,3097,3134,3140,3144,3145,3148,3151,3190,3224,3225,3242,3271,3296,3304,3308,3322,3340,3358,3385,3388,3391,3415,3435,3437,3457,3473,3481,3487,3494,3499,3520,3529,3538,3544,3549,3560,3572,3575,3580,3582,3584,3588,3591,3600,3601,3603,3613,3632,3653,3654,3671,3673,3683,3690,3700,3706,3707,3710,3725,3741,3744,3752,3771,3779,3800,3812,3820,3840,3848,3853,3856,3861,3864,3865,3869,3875,3893,3903,3908,3950,3997,4009,4024,4028,4048,4052,4056,4062,4064,4069,4070,4081,4096,4111,4122,4141,4149,4162,4167,4181,4194,4208,4217,4252,4255,4262,4267,4277,4278,4289,4318,4319,4322,4343,4349,4382,4399,4411,4413,4423,4425,4441,4443,4447,4452,4459,4473,4480,4509,4520,4521,4557,4559,4569,4576,4588,4596,4606,4609,4610,4617,4648,4650,4652,4686,4696,4746,4749,4753,4777,4796,4798,4803,4814,4825,4860,4878,4882,4887,4919,4921,4930,4952,4978,5068,5079,5099,5111,5150,5153,5202,5236,5239,5255,5283,5302,5309,5322,5323,5358,5364,5366,5377,5396,5450,5475,5482,5486,5511,5519,5561,5570,5599,5706,5717,5730,5758,5778,5786,5791,5794,5804,5806,5825,5826,5862,5884,5958,5972,5979,5998,6019,6030,6061,6065,6093,6118,6130,6144,6159,6191,6194,6213,6227,6228,6238,6240,6283,6376,6385,6392,6397,6432,6437,6461,6488,6491,6497,6555,6557,6591,6609,6629,6655,6672,6682,6718,6730,6800,6822,6827,6833,6882,6950,6954,6979,6995,7043,7047,7053,7057,7062,7077,7111,7145,7154,7168,7174,7223,7240,7246,7255,7279,7300,7304,7307,7456,7499,7522,7531,7593,7638,7643,7656,7690,7738,7747,7762,7770,7773,7812,7864,7872,7955,7967,8042,8086,8100,8117,8140,8187,8195,8212,8219,8248,8323,8329,8401,8407,8456,8565,8578,8610,8621,8634,8638,8664,8679,8735,8753,8832,8849,8884,8919,8988,8998,9038,9078,9102,9126,9134,9139,9293,9321,9460,9649,9665,9740,9755,9760,9783,9797,9800,9864,9880,9898,9920,9942,9990,10012,10029,10042,10064,10093,10105,10146,10165,10266,10275,10279,10355,10362,10448,10532,10572,10682,10715,10736,10783,10847,10858,11042,11087,11179,11183,11238,11301,11346,11525,11534,11537,11578,11707,11714,11776,11781,11794,11811,11882,11974,11993,12132,12199,12210,12242,12272,12339,12358,12378,12389,12460,12480,12639,12931,13025,13130,13223,13275,13320,13349,13402,13414,13429,13438,13454,13708,13770,14037,14326
02	6,56,108,119,134,136,145,198,227,236,250,279,322,399,408,437,463,468,474,480,497,501,503,508,555,570,582,589,610,616,644,680,691,692,693,720,749,774,779,798,820,856,877,886,894,900,905,951,965,1015,1019,1026,1057,1065,1120,1125,1135,1148,1150,1153,1170,1183,1189,1190,1262,1273,1290,1320,1324,1350,1354,1360,1373,1384,1385,1390,1396,1397,1410,1429,1439,1444,1452,1460,1465,1467,1473,1478,1498,1536,1540,1541,1543,1555,1595,1603,1608,1645,1657,1660,1673,1674,1695,1702,1720,1726,1736,1747,1759,1765,1771,1777,1787,1796,1806,1826,1827,1834,1841,1847,1851,1892,1894,1900,1906,1921,1927,1930,1958,1973,1984,1990,1997,2006,2007,2011,2018,2024,2033,2048,2067,2074,2080,2089,2093,2103,2124,2137,2143,2159,2174,2185,2191,2197,2203,2210,2267,2271,2328,2353,2363,2387,2401,2405,2436,2442,2445,2451,2481,2482,2507,2512,2521,2527,2529,2563,2565,2566,2582,2597,2603,2606,2613,2615,2623,2652,2660,2669,2672,2674,2682,2686,2703,2725,2729,2735,2738,2746,2748,2752,2760,2770,2773,2774,2778,2783,2784,2789,2790,2834,2838,2846,2854,2855,2863,2889,2894,2902,2922,2926,2930,2937,2938,2939,2941,2942,2979,2984,2993,3012,3017,3020,3022,3037,3042,3046,3067,3070,3085,3099,3111,3161,3167,3185,3197,3198,3214,3218,3234,3243,3252,3263,3265,3267,3269,3270,3274,3278,3282,3284,3305,3311,3334,3343,3346,3360,3361,3396,3401,3410,3421,3424,3426,3427,3430,3440,3447,3449,3456,3461,3476,3477,3500,3512,3515,3522,3524,3536,3540,3551,3554,3557,3578,3597,3606,3608,3625,3639,3652,3666,3674,3692,3715,3718,3749,3753,3755,3759,3761,3763,3777,3785,3797,3821,3823,3827,3832,3847,3879,3907,3913,3915,3928,3951,3956,3966,3977,3978,3982,3986,3994,4004,4016,4023,4025,4043,4047,4060,4076,4077,4090,4099,4132,4145,4176,4183,4199,4200,4203,4214,4222,4223,4237,4244,4245,4258,4265,4305,4329,4339,4354,4375,4378,4389,4394,4412,4416,4420,4444,4486,4487,4493,4496,4505,4514,4528,4535,4555,4563,4578,4579,4595,4597,4602,4604,4608,4611,4632,4639,4644,4653,4695,4703,4731,4733,4734,4741,4742,4754,4761,4775,4776,4785,4792,4806,4868,4880,4891,4893,4894,4905,4909,4918,4924,4927,4928,4940,4941,4946,4955,4960,4962,4977,4982,4992,4995,5003,5005,5009,5011,5014,5018,5049,5064,5069,5072,5076,5084,5093,5102,5110,5144,5145,5166,5170,5187,5189,5207,5210,5224,5246,5257,5266,5269,5272,5278,5288,5291,5306,5328,5330,5340,5342,5352,5363,5410,5414,5429,5444,5446,5449,5464,5480,5487,5501,5503,5513,5562,5589,5607,5612,5614,5619,5624,5628,5632,5637,5641,5645,5660,5663,5670,5689,5694,5707,5719,5732,5733,5744,5750,5775,5805,5813,5814,5818,5833,5850,5851,5855,5859,5875,5880,5887,5908,5930,5934,5959,5971,5981,5999,6020,6050,6060,6069,6078,6100,6103,6105,6106,6109,6129,6141,6147,6152,6165,6169,6186,6220,6221,6225,6236,6246,6256,6276,6282,6290,6291,6304,6305,6306,6319,6323,6325,6327,6336,6344,6352,6359,6365,6366,6379,6387,6410,6425,6436,6451,6464,6474,6476,6478,6484,6502,6514,6535,6538,6560,6566,6574,6586,6587,6590,6593,6627,6641,6649,6681,6701,6705,6709,6721,6741,6742,6773,6774,6776,6824,6825,6826,6832,6834,6852,6857,6864,6869,6871,6873,6883,6884,6885,6886,6897,6901,6909,6913,6914,6939,6969,7011,7016,7060,7064,7069,7072,7079,7092,7095,7131,7142,7144,7151,7162,7170,7217,7227,7228,7244,7270,7275,7301,7313,7314,7316,7317,7327,7333,7336,7351,7352,7357,7377,7398,7407,7411,7413,7435,7440,7442,7446,7454,7462,7468,7473,7508,7527,7533,7567,7595,7602,7604,7606,7614,7672,7688,7705,7709,7724,7725,7734,7736,7758,7760,7775,7796,7806,7810,7830,7839,7849,7853,7857,7865,7869,7871,7888,7892,7900,7929,7935,7965,7969,8005,8006,8040,8050,8067,8075,8095,8099,8101,8110,8127,8181,8184,8194,8197,8235,8251,8253,8290,8291,8297,8306,8308,8309,8317,8320,8342,8353,8372,8373,8392,8395,8421,8426,8439,8442,8460,8469,8487,8492,8493,8496,8503,8513,8516,8527,8541,8544,8580,8603,8613,8644,8647,8657,8670,8678,8690,8720,8724,8727,8733,8750,8758,8775,8778,8789,8791,8793,8804,8824,8831,8834,8837,8862,8894,8906,8909,8910,8912,8928,8942,8959,8963,8993,8994,8995,8996,8999,9009,9027,9037,9073,9082,9094,9104,9141,9147,9183,9185,9187,9196,9217,9221,9223,9249,9261,9278,9289,9301,9307,9324,9340,9342,9347,9359,9382,9384,9386,9394,9397,9399,9431,9435,9451,9457,9461,9464,9470,9485,9489,9510,9519,9520,9521,9531,9541,9544,9556,9563,9564,9567,9585,9629,9656,9663,9667,9676,9680,9684,9694,9696,9712,9729,9737,9746,9747,9768,9775,9796,9808,9820,9822,9830,9834,9848,9853,9872,9888,9896,9934,9967,9972,9978,9982,9984,10000,10002,10004,10006,10015,10026,10043,10103,10107,10122,10132,10137,10143,10173,10186,10203,10205,10214,10260,10262,10263,10278,10283,10289,10324,10329,10349,10357,10379,10386,10393,10395,10397,10404,10420,10430,10433,10435,10465,10467,10468,10495,10528,10537,10550,10551,10563,10588,10620,10629,10634,10676,10717,10730,10733,10739,10749,10760,10761,10767,10770,10777,10792,10797,10802,10803,10804,10815,10820,10822,10828,10845,10846,10864,10874,10878,10906,10915,10930,10931,10939,10953,10957,11014,11029,11066,11102,11140,11159,11197,11210,11215,11217,11228,11234,11246,11249,11264,11267,11282,11291,11316,11322,11337,11354,11359,11369,11383,11394,11395,11402,11404,11408,11451,11467,11491,11495,11501,11526,11532,11536,11549,11555,11567,11568,11586,11588,11590,11609,11612,11616,11624,11636,11646,11685,11686,11705,11710,11712,11718,11729,11730,11738,11740,11746,11752,11770,11772,11795,11797,11799,11814,11834,11838,11853,11864,11867,11874,11891,11911,11917,11933,11959,11976,11977,11981,11982,11987,12000,12004,12023,12038,12042,12044,12055,12073,12089,12092,12100,12103,12113,12121,12127,12180,12181,12194,12198,12203,12212,12216,12235,12236,12249,12256,12270,12334,12341,12372,12374,12379,12387,12393,12394,12398,12409,12420,12437,12463,12467,12487,12553,12595,12613,12614,12618,12622,12632,12665,12677,12716,12719,12722,12730,12775,12776,12790,12797,12814,12821,12832,12837,12842,12850,12856,12878,12886,12907,12911,12932,12942,12955,12958,12964,12975,12990,12992,13008,13050,13053,13089,13109,13151,13153,13156,13184,13188,13193,13200,13205,13234,13246,13248,13269,13279,13290,13297,13305,13359,13394,13411,13416,13449,13458,13478,13510,13514,13522,13546,13554,13562,13576,13584,13594,13602,13608,13621,13632,13634,13694,13697,13700,13713,13729,13756,13778,13789,13795,13809,13812,13813,13857,13899,13906,13908,13919,13954,13963,13998,14009,14029,14047,14082,14089,14102,14150,14156,14163,14164,14181,14194,14208,14219
03	88,114,140,148,211,331,358,365,383,387,389,404,525,557,606,614,649,698,733,739,754,772,784,804,841,863,883,888,904,944,961,1008,1060,1064,1091,1126,1134,1151,1248,1266,1269,1271,1338,1345,1383,1438,1447,1491,1576,1614,1621,1624,1629,1682,1721,1752,1781,1790,1811,1813,1895,1902,1932,1972,2023,2087,2109,2154,2168,2202,2281,2296,2297,2310,2320,2382,2384,2400,2453,2473,2476,2493,2535,2561,2607,2610,2626,2648,2671,2683,2707,2736,2775,2806,2814,2843,2851,2903,2934,2965,3029,3049,3051,3069,3082,3084,3109,3114,3115,3195,3203,3204,3231,3250,3281,3286,3294,3310,3317,3327,3348,3359,3364,3392,3423,3443,3455,3490,3507,3509,3543,3550,3556,3586,3587,3651,3736,3737,3756,3775,3791,3809,3826,3855,3886,3919,3949,3979,4015,4082,4093,4124,4173,4205,4210,4220,4227,4228,4234,4251,4271,4290,4313,4338,4356,4379,4407,4409,4450,4451,4489,4497,4500,4530,4536,4549,4580,4613,4622,4623,4669,4672,4688,4692,4747,4762,4763,4772,4774,4779,4787,4820,4828,4847,4855,4856,4867,4877,4926,4937,4942,4956,4957,4970,4981,4999,5015,5024,5035,5059,5070,5108,5128,5168,5175,5217,5240,5254,5372,5375,5386,5434,5436,5438,5460,5471,5474,5478,5510,5542,5578,5590,5593,5606,5625,5635,5649,5665,5674,5734,5790,5798,5816,5844,5856,5863,5864,5878,5883,5901,5907,5967,5973,5993,5997,6003,6007,6038,6044,6067,6073,6086,6096,6116,6119,6145,6149,6166,6188,6195,6200,6203,6208,6212,6231,6245,6260,6262,6271,6280,6286,6295,6367,6389,6393,6411,6418,6434,6446,6477,6499,6513,6525,6542,6543,6552,6563,6570,6607,6622,6631,6642,6650,6652,6657,6738,6745,6757,6759,6771,6796,6808,6818,6840,6900,6922,6928,6955,6975,6988,6994,7001,7009,7014,7028,7037,7075,7085,7104,7133,7135,7137,7139,7140,7141,7156,7214,7243,7274,7293,7295,7296,7330,7343,7345,7346,7372,7412,7445,7448,7452,7455,7497,7514,7524,7544,7556,7571,7611,7612,7634,7635,7661,7662,7733,7764,7771,7826,7912,7920,7937,7948,7951,7980,7988,7998,8031,8038,8044,8057,8068,8081,8082,8085,8097,8125,8134,8157,8216,8237,8250,8266,8279,8284,8288,8311,8358,8374,8406,8414,8429,8440,8441,8451,8465,8474,8501,8509,8523,8572,8573,8604,8631,8633,8648,8693,8696,8700,8734,8736,8787,8799,8800,8805,8808,8822,8826,8828,8844,8848,8858,8903,8945,8965,8987,9028,9042,9070,9080,9107,9119,9204,9215,9226,9234,9243,9248,9280,9296,9320,9331,9337,9339,9341,9345,9354,9371,9372,9381,9404,9406,9426,9478,9479,9486,9504,9508,9527,9528,9538,9557,9561,9562,9566,9606,9628,9636,9645,9670,9672,9673,9714,9736,9742,9782,9878,9879,9883,9886,9899,9911,9915,9917,9923,9925,9938,9946,9969,9977,10017,10023,10028,10039,10049,10058,10083,10099,10134,10138,10176,10187,10197,10200,10238,10248,10259,10292,10311,10318,10327,10333,10396,10398,10400,10407,10416,10417,10425,10454,10474,10480,10507,10521,10524,10544,10549,10580,10600,10603,10608,10638,10663,10668,10669,10673,10681,10686,10688,10710,10722,10787,10798,10807,10837,10862,10876,10883,10905,10910,10916,10922,10934,10942,10954,10958,10960,10971,11047,11057,11079,11105,11153,11166,11168,11170,11172,11173,11207,11226,11257,11260,11263,11276,11277,11281,11296,11302,11336,11338,11343,11344,11348,11355,11392,11396,11411,11412,11415,11431,11437,11439,11489,11529,11552,11566,11571,11593,11603,11604,11613,11620,11625,11634,11640,11655,11667,11668,11671,11672,11722,11725,11732,11739,11769,11836,11859,11881,11890,11918,11920,11936,11953,11955,11956,11975,11992,11997,11999,12013,12017,12019,12027,12062,12067,12074,12095,12109,12123,12136,12161,12195,12206,12211,12222,12237,12240,12243,12254,12279,12294,12301,12304,12306,12321,12332,12349,12350,12353,12397,12403,12410,12438,12439,12445,12471,12472,12500,12535,12537,12556,12562,12571,12575,12578,12596,12616,12635,12640,12645,12660,12663,12666,12669,12672,12674,12685,12693,12694,12696,12701,12707,12712,12721,12732,12750,12765,12778,12803,12822,12844,12848,12862,12874,12877,12889,12902,12908,12910,12928,12960,12978,12997,12998,13014,13028,13034,13065,13070,13073,13078,13079,13098,13152,13196,13219,13229,13240,13249,13268,13271,13317,13336,13341,13350,13351,13354,13357,13383,13433,13439,13447,13456,13480,13488,13492,13498,13500,13529,13535,13553,13565,13577,13585,13601,13604,13642,13680,13709,13714,13716,13735,13748,13752,13769,13835,13865,13868,13870,13909,13911,13916,13926,13933,13942,13943,13958,13976,13992,13995,14007,14019,14061,14081,14084,14117,14120,14123,14133,14148,14158,14167,14185,14187,14193,14195,14198,14209,14248
04	231,935,966,1533,3377,3389,4810,6345,8620,9994
05	12,23,34,35,41,49,60,62,76,77,79,85,161,222,230,232,235,269,830,1140,2336,3817,4288,4571,4755
06	9
07	8
08	220,287,627,670,734,766,780,810,1045,1100,1110,1155,1296,1362,1430,1469,1559,1665,1744,1786,1854,1858,1873,1875,1975,1999,2487,2511,2592,2617,2650,2817,2901,2912,3289,3292,3411,3471,3526,3796,3814,3876,3974,4053,4073,4626,4638,4965,5016,5198,5245,5263,5279,5369,5427,5508,5535,5586,5821,5957,6354,6407,6490,6527,6819,7504,8269,12320,12917,12967
09	1203,2279,2364,2366,2553,2618,2756,2946,2961,3032,3126,3154,3176,3318,3326,3333,3390,3530,3546,3621,3721,3955,4112,4140,4152,4206,4241,4285,4449,4468,4474,4508,4592,4729,4971,4988,4990,4997,5052,5082,5109,5142,5225,5345,5373,5417,5598,5710,5748,5783,5853,5926,5949,6059,6074,6120,6273,6284,6355,6403,6408,6442,6447,6515,6524,6690,6719,6756,6786,6923,6947,7108,7117,7175,7176,7266,7324,7326,7348,7420,7519,7548,7621,7648,7699,7729,7740,7802,7926,7962,7964,8001,8009,8030,8225,8262,8393,8394,8517,8536,8547,8627,8632,8702,8742,8802,8813,8857,8861,8918,8958,9052,9105,9106,9157,9177,9186,9247,9257,9453,9456,9571,9590,9639,9664,9863,9869,9889,9958,10078,10100,10174,10199,10245,10268,10376,10383,10418,10424,10429,10439,10444,10554,10562,10565,10604,10617,10705,10719,10832,10848,10882,11024,11095,11117,11125,11351,11458,11462,11542,11545,11587,11623,11632,11633,11647,11676,11726,11737,11755,11766,11767,11787,11938,12020,12096,12119,12122,12234,12245,12268,12273,12289,12311,12494,12499,12519,12549,12567,12637,12745,12796,12827,12845,12865,12888,12979,12995,13081,13093,13206,13251,13288,13302,13303,13379,13400,13404,13432,13471,13473,13477,13507,13530,13597,13630,13643,13754,13760,13774,13791,13932,14063,14097,14147,14175
10	848,1553,1915,2003,3159,3412,3760,3918,4002,5021,5620,5834,5969,6257,6413,6512,6749,7332,8173,9390,10516,11182,11925,11937,13031,13407
