01	168,303,497,573,578,585,588,639,640,661,693,695,701,714,723,724,725,730,745,784,830,832,872,889,920,933,938,961,979,1039,1047,1052,1088,1130,1252,1255,1269,1282,1302,1313,1335,1392,1406,1440,1448,1531,1537,1566,1587,1589,1622,1638,1655,1768,1779,1790,1826,1897,1980,2053,2101,2181,2209,2225,2277,2279,2287,2299,2315,2332,2359,2409,2418,2428,2446,2513,2544,2558,2579,2739,2912,3039,3128,3299,3505,3528,3544,3638,3951,4053,4075,4149,4446,4542,4580,5320,7852
02	15,22,28,31,33,54,89,98,99,114,121,122,129,213,217,222,223,295,313,383,448,549,553,766,862,942,973,1124,1129,1461,1623,1624,1628,1759,2598
03	24,42,48,65,76,119,138,144,148,161,184,185,193,198,211,227,235,239,253,264,275,298,299,328,336,344,355,358,364,378,387,389,421,430,434,445,466,467,495,498,502,507,510,513,567,609,621,645,658,662,678,702,706,768,846,848,895,932,954,955,972,1016,1019,1035,1042,1072,1073,1079,1095,1117,1119,1175,1176,1177,1186,1191,1240,1287,1344,1358,1442,1466,1498,1522,1539,1542,1548,1635,1641,1642,1649,1677,1680,1716,1720,1775,1782,1840,1872,1896,1909,1964,2007,2042,2106,2178,2243,2271,2377,2396,2400,2516,2524,2526,2533,2582,2594,2611,2668,2711,2741,2823,2894,2954,2966,3114,3152,3182,3302,3381,3464,3496,3587,3639,4005,4130,4255,4315,4423,4470,4578,4608,4792,4809,4935,5186,5372,5381,5597,5627,5682,5698,5733,5872,5906,6101,6323,6328,6599,6653,6925,6981,6995,7411,7558,7623,7697,7932,7962,8014,8803,8858,8965,9376,9454,9463,9509,9623,10326,10685,10955,11642,11750,12080,12122,12358,13144,13876,14516,14664,15327,15533,16399,16653,16851,17454,17636,17957,21045,21695,22096,23098,23403,24598,24672,24870,26586,28018,28124,28693,28698,28738
04	6,8,9,14,19,30,39,85,111,156,199,225,230,259,308,312,407,1094,1214,1414,1546,1598,1727,2437,4642,7964,10184,12418,18925
05	7,10,13,47,67,80,84,132,153,162,164,174,181,210,233,240,247,294,352,371,380,540,583,668,826,1004,1220,1281,1459,2085,2305,2782,3497,7455
06	143
07	149,171,180,232,246,293,311,347,362,382,392,396,447,460,468,471,501,517,537,548,577,624,631,729,738,740,790,793,849,851,865,868,873,890,901,913,946,991,997,1002,1045,1046,1051,1053,1082,1093,1099,1165,1217,1237,1317,1321,1332,1341,1354,1355,1397,1453,1455,1457,1463,1469,1511,1516,1517,1575,1578,1632,1661,1684,1736,1750,1797,1817,1833,1843,1848,1851,1870,1939,1958,1993,2020,2024,2049,2072,2104,2110,2206,2226,2252,2259,2280,2283,2322,2390,2405,2414,2419,2521,2616,2663,2677,2758,2820,2846,2859,2965,3050,3062,3065,3081,3126,3175,3290,3366,3395,3430,3483,3554,3568,3594,3617,3675,3729,3893,3919,3958,3970,4023,4102,4231,4234,4286,4316,4359,4389,4414,4454,4507,4554,4560,4571,4620,4638,4682,4692,4779,4968,4993,4994,5047,5053,5129,5187,5188,5300,5435,5461,5505,5519,5538,5856,5888,6038,6054,6098,6245,6288,6838,6952,6967,7145,7149,7347,7360,7522,7574,7693,8088,8191,8625,8641,8802,8871,8884,9180,9244,9391,9473,9551,9722,9914,10248,10651,10714,10778,10867,11194,11505,12130,12158,12298,12321,12406,12423,12494,12513,12683,12856,12869,12964,13038,13345,13736,13796,13920,14300,14308,14422,14471,14625,14833,14894,15134,15649,15756,16007,16189,16420,16532,16746,16980,16997,17251,17515,17715,18293,18352,18492,18714,18764,19582,19604,19698,19762,19786,20395,20525,20582,21619,21831,21919,21956,22500,22519,22523,22554,22590,22827,22878,23113,23136,23427,23572,23729,23746,24300,24303,24470,24653,24923,25060,25108,25613,25710,25775,25868,25944,26091,26214,26455,26652,26972,26996,27016,27070,27294,27361,27576,29665
08	479
09	5,16,21,23,27,41,44,52,56,57,63,73,86,90,97,101,112,136,157,166,178,195,273,281,282,307,391,464,470,490,504,520,542,649,707,735,1085,2003,2153,5218
10	36,37,49,55,81,87,109,128,142,151,158,160,173,179,187,188,254,257,334,341,342,349,386,503,547,581,605,718,755,824,936,941,953,1419,1735,1763,2015,2078,2456,2874,3048,3403,4089,5406
11	2,4,11,17,26,32,38,50,66,71,83,106,108,126,134,140,155,163,186,194,196,197,206,244,277,278,323,373,388,408,494,509,600,655,732,854,1699,2692,6254,13650
12	1,40,43,45,53,113,118,133,146,270,271,384,506,526,539,612,635,782,892,1001,1060,1083,2876
13	46,62,68,78,110,127,183,192,200,201,209,309,326,329,351,379,393,399,416,419,428,429,492,493,505,532,576,580,747,754,767,791,809,831,926,1120,1226,1275,1320,1374,1382,1396,1411,1474,1660,1691,1783,1854,1920,2296,2510,2716,2886,4424,4698,4916,5197,5543,6396,9774,14077
