id	nhit	hits
scaffold_0	1	RF0024
scaffold_1	5	RF0007(2),RF0063,RF0146,RF0065
scaffold_2	1	RF0024
scaffold_3	2	RF0065,RF0142
scaffold_4	1	RF0024
scaffold_5	1	RF0141
scaffold_6	1	RF0148
scaffold_7	3	RF0142(2),RF0143
scaffold_8	5	RF0007(2),RF0148,RF0024,RF0144
scaffold_9	1	RF0024
scaffold_10	1	RF0133
scaffold_11	8	RF0007(2),RF0024(2),RF0142,RF0063,RF0165,RF0139
scaffold_12	1	RF0142
scaffold_13	1	RF0139
scaffold_14	2	RF0142(2)
scaffold_15	1	RF0142
scaffold_16	4	RF0142(2),RF0148(2)
scaffold_17	2	RF0017,RF0101
scaffold_18	7	RF0017(2),RF0164(2),RF0142,RF0024,RF0139
scaffold_19	1	RF0148
scaffold_20	2	RF0007,RF0142
scaffold_26	2	RF0007,RF0144
scaffold_27	1	RF0024
scaffold_30	1	RF0007
scaffold_31	2	RF0007,RF0065
scaffold_32	2	RF0142(2)
scaffold_33	3	RF0065,RF0025,RF0144
scaffold_35	1	RF0024
scaffold_36	2	RF0142(2)
scaffold_37	2	RF0007(2)
scaffold_38	1	RF0142
scaffold_39	3	RF0017,RF0053,RF0164
scaffold_40	2	RF0024,RF0139
scaffold_41	1	RF0155
scaffold_43	3	RF0148(2),RF0024
scaffold_44	1	RF0102
scaffold_47	3	RF0024,RF0008,RF0038
scaffold_48	2	RF0065,RF0102
scaffold_49	2	RF0142,RF0165
scaffold_50	2	RF0142(2)
scaffold_52	1	RF0142
scaffold_53	1	RF0007
scaffold_54	1	RF0007
scaffold_55	1	RF0148
scaffold_56	1	RF0148
scaffold_57	1	RF0148
scaffold_58	1	RF0142
scaffold_59	1	RF0148
scaffold_61	1	RF0142
scaffold_62	1	RF0142
scaffold_72	1	RF0102
scaffold_73	2	RF0148(2)
scaffold_75	2	RF0007(2)
scaffold_76	1	RF0017
scaffold_77	1	RF0142
scaffold_78	1	RF0148
scaffold_82	1	RF0142
scaffold_83	2	RF0007,RF0024
scaffold_84	1	RF0142
scaffold_88	1	RF0144
scaffold_91	2	RF0142(2)
scaffold_98	2	RF0007,RF0024
scaffold_101	1	RF0007
scaffold_102	1	RF0007
scaffold_106	1	RF0039
scaffold_109	1	RF0024
scaffold_111	1	RF0007
scaffold_112	1	RF0065
scaffold_113	1	RF0007
scaffold_115	1	RF0024
scaffold_116	1	RF0142
scaffold_119	1	RF0142
scaffold_122	1	RF0140
scaffold_128	1	RF0144
scaffold_130	1	RF0142
scaffold_132	1	RF0148
scaffold_139	1	RF0144
scaffold_141	1	RF0024
scaffold_143	3	RF0142,RF0024,RF0144
scaffold_144	1	RF0142
scaffold_145	1	RF0017
scaffold_152	3	RF0007,RF0024,RF0165
scaffold_153	1	RF0102
scaffold_155	1	RF0142
scaffold_159	2	RF0142,RF0024
scaffold_161	1	RF0007
scaffold_162	1	RF0148
scaffold_166	3	RF0142(3)
scaffold_167	1	RF0142
scaffold_170	1	RF0142
scaffold_181	1	RF0141
scaffold_182	2	RF0024,RF0165
scaffold_185	1	RF0142
scaffold_194	1	RF0142
scaffold_195	1	RF0142
scaffold_198	1	RF0142
scaffold_200	1	RF0148
scaffold_202	2	RF0142(2)
scaffold_206	1	RF0142
scaffold_208	2	RF0007,RF0142
scaffold_211	1	RF0148
scaffold_216	1	RF0024
scaffold_220	1	RF0142
scaffold_221	1	RF0142
scaffold_234	3	RF0154,RF0155,RF0148
scaffold_237	1	RF0142
scaffold_241	1	RF0139
scaffold_244	1	RF0007
scaffold_246	1	RF0148
scaffold_252	1	RF0142
