id	nhit	hits
scaffold_0	5	RF0024(2),RF0065,RF0148,RF0144
scaffold_1	5	RF0107,RF0017,RF0024,RF0047,RF0164
scaffold_2	5	RF0038(2),RF0165,RF0148,RF0144
scaffold_3	4	RF0007,RF0142,RF0024,RF0139
scaffold_4	7	RF0017(2),RF0142,RF0141,RF0063,RF0164,RF0139
scaffold_5	4	RF0142,RF0017,RF0063,RF0139
scaffold_6	2	RF0007(2)
scaffold_7	4	RF0142(4)
scaffold_8	3	RF0134,RF0148,RF0024
scaffold_9	3	RF0142,RF0155,RF0144
scaffold_10	7	RF0142(2),RF0148(2),RF0007,RF0063,RF0139
scaffold_11	5	RF0142,RF0140,RF0024,RF0115,RF0164
scaffold_12	1	RF0024
scaffold_13	4	RF0154,RF0007,RF0142,RF0155
scaffold_14	1	RF0007
scaffold_15	1	RF0148
scaffold_16	2	RF0017,RF0164
scaffold_18	1	RF0142
scaffold_19	2	RF0007,RF0148
scaffold_20	1	RF0142
scaffold_21	4	RF0142,RF0017,RF0024,RF0164
scaffold_22	1	RF0024
scaffold_23	4	RF0142(2),RF0115,RF0164
scaffold_24	3	RF0063,RF0148,RF0144
scaffold_25	7	RF0142(3),RF0007(2),RF0063,RF0139
scaffold_26	4	RF0017,RF0140,RF0024,RF0164
scaffold_27	1	RF0017
scaffold_28	1	RF0165
scaffold_29	2	RF0165,RF0139
scaffold_30	2	RF0007(2)
scaffold_31	1	RF0144
scaffold_32	4	RF0017(2),RF0164(2)
scaffold_33	4	RF0154,RF0155,RF0017,RF0142
scaffold_34	1	RF0024
scaffold_35	1	RF0142
scaffold_36	1	RF0024
scaffold_37	3	RF0148(2),RF0142
scaffold_38	3	RF0017,RF0024,RF0164
scaffold_40	3	RF0142(2),RF0148
scaffold_41	1	RF0142
scaffold_42	1	RF0141
scaffold_43	1	RF0148
scaffold_44	2	RF0165,RF0038
scaffold_45	2	RF0024,RF0164
scaffold_46	4	RF0142(2),RF0148,RF0144
scaffold_47	2	RF0142(2)
scaffold_49	1	RF0142
scaffold_50	3	RF0017(2),RF0142
scaffold_52	2	RF0007,RF0164
scaffold_54	2	RF0148(2)
scaffold_55	1	RF0144
scaffold_56	3	RF0017,RF0164,RF0102
scaffold_57	2	RF0017,RF0164
scaffold_58	2	RF0148,RF0024
scaffold_59	1	RF0065
scaffold_62	2	RF0063,RF0139
scaffold_63	2	RF0024,RF0144
scaffold_65	1	RF0140
scaffold_67	5	RF0142(4),RF0154
scaffold_69	1	RF0007
scaffold_70	1	RF0148
scaffold_71	1	RF0142
scaffold_72	2	RF0024,RF0165
scaffold_74	2	RF0017,RF0024
scaffold_75	1	RF0065
scaffold_76	1	RF0139
scaffold_78	3	RF0148(2),RF0142
scaffold_79	2	RF0017,RF0024
scaffold_80	1	RF0142
scaffold_81	4	RF0007,RF0024,RF0165,RF0142
scaffold_84	1	RF0148
scaffold_85	2	RF0146,RF0063
scaffold_88	2	RF0148(2)
scaffold_89	3	RF0142(3)
scaffold_90	1	RF0024
scaffold_91	2	RF0024(2)
scaffold_92	2	RF0007,RF0142
scaffold_93	2	RF0148,RF0165
scaffold_94	1	RF0165
scaffold_95	1	RF0144
scaffold_97	3	RF0142(3)
scaffold_98	2	RF0142,RF0139
scaffold_99	1	RF0142
scaffold_102	1	RF0154
scaffold_105	2	RF0007,RF0144
scaffold_106	3	RF0142,RF0024,RF0164
