id	nhit	hits
scaffold_0	2	RF0142,RF0024
scaffold_1	6	RF0142(3),RF0007,RF0017,RF0148
scaffold_2	6	RF0154(2),RF0148(2),RF0007,RF0024
scaffold_3	5	RF0142,RF0141,RF0148,RF0025,RF0144
scaffold_4	2	RF0142,RF0017
scaffold_5	3	RF0148(2),RF0144
scaffold_6	7	RF0017(2),RF0142,RF0164,RF0102,RF0101,RF0139
scaffold_7	1	RF0024
scaffold_8	2	RF0024,RF0147
scaffold_9	1	RF0024
scaffold_10	3	RF0007(2),RF0142
scaffold_11	1	RF0140
scaffold_12	3	RF0142(2),RF0144
scaffold_13	4	RF0017,RF0024,RF0141,RF0038
scaffold_14	2	RF0142,RF0148
scaffold_16	2	RF0154,RF0142
scaffold_17	1	RF0024
scaffold_20	1	RF0142
scaffold_21	2	RF0024,RF0102
scaffold_22	3	RF0017,RF0024,RF0164
scaffold_23	1	RF0007
scaffold_26	1	RF0024
scaffold_27	4	RF0065(3),RF0144
scaffold_28	3	RF0017,RF0148,RF0024
scaffold_29	1	RF0141
scaffold_30	3	RF0142,RF0024,RF0145
scaffold_31	1	RF0065
scaffold_32	2	RF0024,RF0144
scaffold_33	2	RF0017,RF0164
scaffold_34	2	RF0142,RF0139
scaffold_35	1	RF0142
scaffold_36	1	RF0142
scaffold_37	1	RF0142
scaffold_38	3	RF0142,RF0140,RF0024
scaffold_39	2	RF0142(2)
scaffold_40	3	RF0142(3)
scaffold_41	3	RF0142(2),RF0148
scaffold_44	4	RF0148(2),RF0063,RF0139
scaffold_47	5	RF0007,RF0017,RF0038,RF0164,RF0144
scaffold_49	4	RF0142,RF0063,RF0024,RF0139
scaffold_50	1	RF0142
scaffold_51	3	RF0107,RF0088,RF0089
scaffold_52	1	RF0142
scaffold_53	1	RF0142
scaffold_54	2	RF0142,RF0148
scaffold_55	1	RF0024
scaffold_56	3	RF0148(2),RF0007
scaffold_58	3	RF0142(2),RF0144
scaffold_59	1	RF0142
scaffold_60	1	RF0102
scaffold_62	2	RF0142(2)
scaffold_63	2	RF0154,RF0155
scaffold_67	3	RF0154(2),RF0155
scaffold_68	3	RF0017,RF0165,RF0101
scaffold_69	1	RF0024
scaffold_73	6	RF0142(3),RF0007(2),RF0155
scaffold_74	3	RF0142(2),RF0024
scaffold_76	2	RF0007,RF0142
scaffold_77	2	RF0142,RF0017
scaffold_78	2	RF0007,RF0144
scaffold_79	2	RF0007(2)
scaffold_80	1	RF0045
scaffold_82	1	RF0142
scaffold_84	5	RF0142(5)
scaffold_85	1	RF0139
scaffold_87	2	RF0154,RF0024
scaffold_88	2	RF0142(2)
scaffold_91	4	RF0024(2),RF0007,RF0142
scaffold_94	2	RF0024,RF0165
scaffold_95	1	RF0148
scaffold_98	1	RF0148
scaffold_99	2	RF0007,RF0142
scaffold_100	2	RF0007,RF0024
scaffold_102	1	RF0148
scaffold_103	3	RF0142(2),RF0143
scaffold_105	1	RF0154
scaffold_107	2	RF0142(2)
scaffold_110	1	RF0142
scaffold_113	2	RF0148,RF0144
scaffold_120	3	RF0142(3)
scaffold_121	2	RF0148(2)
scaffold_122	1	RF0142
scaffold_123	1	RF0142
scaffold_126	2	RF0142,RF0165
scaffold_127	3	RF0142(3)
scaffold_128	1	RF0024
scaffold_131	1	RF0057
scaffold_132	1	RF0165
scaffold_134	1	RF0112
scaffold_136	1	RF0165
scaffold_137	2	RF0142,RF0024
scaffold_138	1	RF0148
scaffold_139	1	RF0038
scaffold_140	1	RF0142
scaffold_142	2	RF0154,RF0155
scaffold_144	1	RF0024
scaffold_145	2	RF0142(2)
scaffold_147	1	RF0142
scaffold_148	1	RF0007
scaffold_149	5	RF0017(2),RF0141,RF0035,RF0164
scaffold_151	1	RF0142
scaffold_153	1	RF0142
scaffold_161	3	RF0142(2),RF0024
scaffold_163	2	RF0148(2)
scaffold_167	1	RF0024
scaffold_168	1	RF0154
scaffold_170	1	RF0142
scaffold_173	2	RF0007,RF0144
scaffold_179	1	RF0142
scaffold_180	2	RF0142(2)
scaffold_182	1	RF0142
scaffold_183	2	RF0148(2)
scaffold_186	2	RF0142(2)
scaffold_187	1	RF0142
scaffold_188	1	RF0142
scaffold_190	2	RF0142,RF0024
scaffold_196	2	RF0142(2)
scaffold_202	1	RF0154
scaffold_203	1	RF0024
scaffold_206	1	RF0007
scaffold_211	2	RF0017,RF0164
scaffold_214	1	RF0024
scaffold_217	1	RF0007
scaffold_218	1	RF0148
scaffold_221	1	RF0139
scaffold_225	1	RF0155
scaffold_228	1	RF0127
scaffold_229	1	RF0024
scaffold_239	2	RF0142,RF0144
scaffold_240	1	RF0141
scaffold_241	1	RF0142
scaffold_245	2	RF0024,RF0165
