id	nhit	hits
scaffold_0	2	RF0142(2)
scaffold_1	2	RF0148,RF0165
scaffold_2	1	RF0165
scaffold_3	3	RF0024(2),RF0139
scaffold_4	1	RF0148
scaffold_5	4	RF0154,RF0155,RF0142,RF0144
scaffold_6	3	RF0142,RF0148,RF0165
scaffold_7	1	RF0144
scaffold_8	3	RF0148(2),RF0142
scaffold_9	1	RF0148
scaffold_10	1	RF0024
scaffold_12	3	RF0142,RF0148,RF0024
scaffold_13	3	RF0142(2),RF0155
scaffold_14	1	RF0148
scaffold_15	3	RF0142(2),RF0154
scaffold_16	1	RF0045
scaffold_18	1	RF0142
scaffold_20	2	RF0142(2)
scaffold_21	1	RF0142
scaffold_22	3	RF0142(2),RF0139
scaffold_23	2	RF0142(2)
scaffold_24	5	RF0142(4),RF0154
scaffold_25	1	RF0142
scaffold_26	2	RF0007,RF0142
scaffold_29	1	RF0139
scaffold_30	3	RF0142(3)
scaffold_31	1	RF0024
scaffold_32	1	RF0024
scaffold_33	4	RF0007,RF0148,RF0024,RF0142
scaffold_34	3	RF0142(2),RF0024
scaffold_35	1	RF0142
scaffold_36	1	RF0017
scaffold_37	6	RF0148(2),RF0007,RF0024,RF0063,RF0139
scaffold_38	2	RF0065,RF0142
scaffold_39	2	RF0142,RF0148
scaffold_41	1	RF0024
scaffold_42	2	RF0154,RF0155
scaffold_47	1	RF0154
scaffold_48	2	RF0007,RF0142
scaffold_51	4	RF0142(3),RF0038
scaffold_53	1	RF0142
scaffold_57	1	RF0148
scaffold_59	1	RF0007
scaffold_60	3	RF0148(2),RF0007
scaffold_61	1	RF0007
scaffold_62	1	RF0045
scaffold_65	5	RF0142(3),RF0165,RF0144
scaffold_66	1	RF0142
scaffold_68	1	RF0139
scaffold_69	1	RF0007
scaffold_73	1	RF0142
scaffold_75	1	RF0142
scaffold_76	1	RF0065
scaffold_77	3	RF0142(3)
scaffold_81	2	RF0142(2)
scaffold_82	2	RF0154,RF0142
scaffold_86	1	RF0024
scaffold_87	2	RF0148(2)
scaffold_88	1	RF0142
scaffold_89	1	RF0142
scaffold_90	1	RF0007
scaffold_91	2	RF0142,RF0024
scaffold_94	1	RF0142
scaffold_99	1	RF0148
scaffold_101	1	RF0142
scaffold_103	1	RF0065
scaffold_104	1	RF0144
scaffold_107	1	RF0142
scaffold_112	1	RF0142
scaffold_113	1	RF0144
scaffold_114	1	RF0139
scaffold_115	3	RF0007,RF0024,RF0142
scaffold_116	2	RF0007(2)
scaffold_117	1	RF0148
scaffold_121	1	RF0142
scaffold_122	1	RF0142
scaffold_123	1	RF0142
scaffold_124	1	RF0139
scaffold_125	1	RF0024
scaffold_132	1	RF0142
scaffold_135	2	RF0142,RF0148
scaffold_138	3	RF0142(3)
scaffold_141	1	RF0148
scaffold_142	3	RF0142,RF0063,RF0139
scaffold_143	1	RF0142
scaffold_144	3	RF0142(2),RF0007
scaffold_149	1	RF0148
