id	nhit	hits
scaffold_0	2	RF0007,RF0142
scaffold_1	1	RF0142
scaffold_2	3	RF0142(2),RF0007
scaffold_4	1	RF0007
scaffold_6	1	RF0142
scaffold_7	2	RF0148,RF0024
scaffold_8	4	RF0142(2),RF0148,RF0024
scaffold_9	1	RF0148
scaffold_10	5	RF0148(2),RF0142,RF0063,RF0139
scaffold_11	2	RF0148,RF0144
scaffold_13	2	RF0142,RF0144
scaffold_14	2	RF0065,RF0024
scaffold_15	1	RF0148
scaffold_16	1	RF0144
scaffold_17	1	RF0142
scaffold_19	2	RF0107,RF0024
scaffold_20	5	RF0017(2),RF0141,RF0035,RF0164
scaffold_22	1	RF0024
scaffold_23	5	RF0007,RF0017,RF0038,RF0164,RF0144
scaffold_24	1	RF0148
scaffold_27	1	RF0024
scaffold_28	2	RF0142(2)
scaffold_29	1	RF0007
scaffold_30	1	RF0148
scaffold_31	1	RF0112
scaffold_32	1	RF0165
scaffold_33	5	RF0007(2),RF0024(2),RF0142
scaffold_35	4	RF0142(2),RF0148(2)
scaffold_37	4	RF0024(2),RF0165,RF0142
scaffold_39	2	RF0142,RF0144
scaffold_40	1	RF0065
scaffold_42	1	RF0148
scaffold_43	2	RF0165,RF0139
scaffold_44	1	RF0142
scaffold_45	1	RF0142
scaffold_46	2	RF0148,RF0024
scaffold_47	1	RF0139
scaffold_48	2	RF0142(2)
scaffold_49	2	RF0148(2)
scaffold_51	1	RF0024
scaffold_52	2	RF0017,RF0038
scaffold_53	3	RF0142(2),RF0144
scaffold_54	1	RF0142
scaffold_55	1	RF0024
scaffold_56	1	RF0148
scaffold_59	1	RF0065
scaffold_60	2	RF0142(2)
scaffold_67	2	RF0148,RF0024
scaffold_68	1	RF0142
scaffold_69	3	RF0142,RF0140,RF0024
scaffold_72	2	RF0165,RF0139
scaffold_73	2	RF0007,RF0024
scaffold_74	2	RF0142(2)
scaffold_76	1	RF0139
scaffold_79	1	RF0142
scaffold_80	1	RF0154
scaffold_83	1	RF0142
scaffold_84	2	RF0007,RF0144
scaffold_85	1	RF0148
scaffold_90	2	RF0148(2)
scaffold_92	2	RF0024(2)
scaffold_93	1	RF0142
scaffold_95	1	RF0045
scaffold_96	1	RF0057
scaffold_99	1	RF0148
