id	nhit	hits
scaffold_0	1	RF0024
scaffold_1	6	RF0142(3),RF0007,RF0063,RF0139
scaffold_2	5	RF0148(2),RF0024(2),RF0007
scaffold_3	3	RF0007,RF0165,RF0142
scaffold_4	3	RF0148(2),RF0024
scaffold_5	2	RF0142,RF0148
scaffold_7	3	RF0142(3)
scaffold_8	1	RF0142
scaffold_9	3	RF0142,RF0024,RF0144
scaffold_11	3	RF0142(2),RF0144
scaffold_12	1	RF0139
scaffold_13	2	RF0007,RF0144
scaffold_14	2	RF0024,RF0165
scaffold_15	2	RF0154,RF0148
scaffold_16	1	RF0142
scaffold_17	3	RF0007(2),RF0148
scaffold_18	1	RF0144
scaffold_20	2	RF0154,RF0065
scaffold_21	1	RF0142
scaffold_22	1	RF0065
scaffold_24	2	RF0142(2)
scaffold_25	1	RF0024
scaffold_26	1	RF0142
scaffold_28	3	RF0154,RF0007,RF0144
scaffold_29	3	RF0148,RF0024,RF0144
scaffold_32	1	RF0142
scaffold_33	1	RF0148
scaffold_34	1	RF0165
scaffold_35	1	RF0024
scaffold_37	1	RF0007
scaffold_38	3	RF0142(2),RF0024
scaffold_39	2	RF0154,RF0155
scaffold_40	1	RF0142
scaffold_41	1	RF0142
scaffold_45	1	RF0148
scaffold_48	2	RF0142(2)
scaffold_49	1	RF0148
scaffold_50	2	RF0142,RF0139
scaffold_54	1	RF0148
scaffold_55	2	RF0142(2)
scaffold_56	1	RF0142
scaffold_57	1	RF0142
scaffold_59	5	RF0142(3),RF0007(2)
scaffold_60	1	RF0142
scaffold_61	1	RF0148
scaffold_62	1	RF0142
scaffold_64	2	RF0154,RF0155
scaffold_65	4	RF0007(2),RF0063,RF0139
scaffold_67	1	RF0065
scaffold_68	2	RF0142(2)
scaffold_69	2	RF0007,RF0142
scaffold_70	2	RF0142(2)
scaffold_71	1	RF0017
scaffold_72	1	RF0102
scaffold_73	5	RF0142(3),RF0007(2)
scaffold_74	4	RF0142(3),RF0024
scaffold_75	1	RF0148
scaffold_79	2	RF0142(2)
scaffold_80	1	RF0148
scaffold_83	5	RF0142(2),RF0063,RF0024,RF0139
scaffold_84	2	RF0142,RF0144
scaffold_86	1	RF0007
scaffold_87	1	RF0142
scaffold_90	1	RF0024
scaffold_91	2	RF0142(2)
scaffold_93	2	RF0148(2)
scaffold_94	1	RF0148
scaffold_98	2	RF0142(2)
scaffold_99	1	RF0007
scaffold_101	2	RF0142(2)
scaffold_104	1	RF0148
scaffold_107	1	RF0024
scaffold_108	2	RF0142(2)
scaffold_111	2	RF0148,RF0024
scaffold_112	2	RF0007,RF0148
scaffold_113	2	RF0142,RF0165
scaffold_116	1	RF0144
scaffold_119	4	RF0154(2),RF0155,RF0142
scaffold_120	1	RF0142
scaffold_122	3	RF0148(2),RF0024
scaffold_123	1	RF0142
scaffold_124	1	RF0142
scaffold_125	1	RF0165
scaffold_129	1	RF0024
scaffold_130	1	RF0142
scaffold_132	3	RF0007(2),RF0144
scaffold_134	2	RF0065,RF0142
scaffold_135	1	RF0142
scaffold_137	3	RF0007,RF0148,RF0024
scaffold_139	1	RF0142
scaffold_140	2	RF0142,RF0144
scaffold_142	2	RF0007,RF0142
scaffold_143	1	RF0148
scaffold_144	1	RF0139
scaffold_145	1	RF0024
scaffold_146	2	RF0142,RF0017
scaffold_148	2	RF0148(2)
scaffold_149	1	RF0024
scaffold_151	1	RF0148
scaffold_152	1	RF0142
scaffold_153	1	RF0142
scaffold_155	1	RF0144
scaffold_156	1	RF0142
scaffold_160	1	RF0024
scaffold_162	1	RF0142
scaffold_163	1	RF0142
scaffold_165	2	RF0154(2)
scaffold_167	1	RF0142
scaffold_169	1	RF0148
scaffold_173	1	RF0139
scaffold_174	1	RF0142
scaffold_175	2	RF0142(2)
scaffold_178	3	RF0142(3)
scaffold_180	2	RF0148(2)
scaffold_183	1	RF0065
scaffold_184	1	RF0007
scaffold_185	2	RF0142,RF0024
scaffold_190	1	RF0142
scaffold_194	1	RF0148
scaffold_196	1	RF0024
scaffold_197	1	RF0007
scaffold_198	1	RF0142
scaffold_199	1	RF0142
scaffold_200	1	RF0165
scaffold_202	2	RF0165,RF0139
scaffold_205	2	RF0142,RF0165
scaffold_207	2	RF0134,RF0067
scaffold_209	1	RF0142
scaffold_211	2	RF0148(2)
scaffold_212	1	RF0142
scaffold_214	2	RF0148(2)
scaffold_217	1	RF0024
scaffold_224	1	RF0024
scaffold_225	1	RF0142
scaffold_230	1	RF0165
scaffold_231	1	RF0165
scaffold_232	1	RF0024
scaffold_233	1	RF0148
scaffold_234	3	RF0154,RF0155,RF0007
scaffold_237	1	RF0142
scaffold_239	1	RF0065
scaffold_240	1	RF0144
scaffold_242	1	RF0065
scaffold_243	1	RF0007
scaffold_246	1	RF0045
scaffold_248	3	RF0154(2),RF0155
scaffold_249	1	RF0142
scaffold_252	1	RF0007
scaffold_256	1	RF0065
scaffold_257	1	RF0024
scaffold_258	2	RF0142(2)
scaffold_260	2	RF0142,RF0024
scaffold_261	1	RF0017
scaffold_262	1	RF0142
scaffold_263	1	RF0154
scaffold_265	1	RF0139
scaffold_268	1	RF0142
scaffold_271	2	RF0142(2)
scaffold_273	1	RF0142
scaffold_274	1	RF0007
scaffold_277	1	RF0144
scaffold_278	2	RF0148,RF0024
scaffold_287	1	RF0007
scaffold_290	1	RF0065
scaffold_291	1	RF0007
scaffold_295	1	RF0007
scaffold_299	1	RF0142
scaffold_301	1	RF0142
scaffold_304	1	RF0142
scaffold_311	1	RF0142
scaffold_314	1	RF0165
scaffold_319	1	RF0029
scaffold_322	2	RF0007,RF0148
scaffold_323	2	RF0165,RF0139
scaffold_325	1	RF0142
scaffold_338	1	RF0146
scaffold_342	1	RF0024
scaffold_344	2	RF0007(2)
scaffold_351	1	RF0142
scaffold_352	1	RF0024
scaffold_359	1	RF0142
scaffold_362	1	RF0024
scaffold_363	1	RF0142
scaffold_369	1	RF0142
scaffold_371	1	RF0154
scaffold_373	2	RF0148(2)
scaffold_376	1	RF0139
scaffold_381	1	RF0142
scaffold_383	1	RF0142
scaffold_384	1	RF0148
scaffold_392	1	RF0148
scaffold_395	2	RF0142(2)
scaffold_396	1	RF0007
scaffold_401	1	RF0007
scaffold_404	2	RF0142,RF0024
scaffold_409	1	RF0024
scaffold_412	2	RF0142(2)
scaffold_417	1	RF0142
scaffold_418	1	RF0148
scaffold_422	1	RF0142
scaffold_423	1	RF0142
scaffold_425	3	RF0142,RF0024,RF0145
scaffold_426	1	RF0142
scaffold_429	2	RF0154,RF0155
scaffold_437	1	RF0024
scaffold_438	1	RF0139
scaffold_442	1	RF0142
scaffold_443	1	RF0007
scaffold_447	1	RF0142
scaffold_451	1	RF0140
scaffold_453	1	RF0148
scaffold_457	2	RF0140,RF0165
scaffold_464	1	RF0142
scaffold_477	1	RF0133
scaffold_478	1	RF0142
scaffold_480	1	RF0148
scaffold_481	1	RF0142
scaffold_490	1	RF0007
scaffold_492	1	RF0142
scaffold_493	1	RF0024
scaffold_497	1	RF0142
scaffold_509	2	RF0148,RF0024
scaffold_510	1	RF0142
scaffold_513	1	RF0024
scaffold_527	1	RF0007
scaffold_544	1	RF0139
scaffold_545	2	RF0148,RF0144
scaffold_551	1	RF0141
scaffold_568	1	RF0007
scaffold_569	1	RF0065
