id	nhit	hits
scaffold_2	1	VFG002377
scaffold_7	4	VFG000274,VFG000077,VFG000270,VFG002162
scaffold_19	3	VFG001347,VFG000963,VFG002182
scaffold_25	1	VFG042870
scaffold_28	1	VFG001855
scaffold_33	1	VFG002162
scaffold_45	9	VFG002363,VFG002362,VFG002365,VFG002364,VFG013346,VFG001338,VFG001303,VFG000963,VFG001301
scaffold_47	1	VFG001967
scaffold_53	1	VFG013368
scaffold_56	4	VFG001259,VFG001254,VFG001242,VFG001240
scaffold_70	3	VFG000963,VFG002364,VFG002225
scaffold_73	1	VFG001855
scaffold_88	2	VFG000865,VFG002070
scaffold_92	1	VFG000079
scaffold_103	1	VFG000963
scaffold_109	1	VFG000077
scaffold_110	2	VFG000274,VFG000270
scaffold_111	1	VFG013286
scaffold_114	7	VFG000749,VFG000758,VFG000751,VFG000756,VFG000757,VFG000754,VFG000755
scaffold_115	1	VFG001300
scaffold_126	1	VFG034880
scaffold_145	5	VFG000963,VFG002362,VFG002365,VFG002363,VFG013346
scaffold_148	5	VFG012501,VFG000935,VFG012513,VFG012505,VFG012509
scaffold_165	1	VFG012513
scaffold_166	14	VFG043209(2),VFG043208,VFG002356,VFG002357,VFG043212,VFG043213,VFG043210,VFG043211,VFG043205,VFG043207,VFG043206,VFG002358,VFG002359
scaffold_168	1	VFG034815
scaffold_169	1	VFG017856
scaffold_172	2	VFG001373,VFG000963
scaffold_175	22	VFG012362,VFG000802,VFG000800,VFG000801,VFG000806,VFG000807,VFG000804,VFG000805,VFG000808,VFG000809,VFG000799,VFG000797,VFG000794,VFG000795,VFG000739,VFG000811,VFG000810,VFG000813,VFG000812,VFG000815,VFG000814,VFG000816
scaffold_177	1	VFG001967
scaffold_178	2	VFG002376,VFG002377
scaffold_185	1	VFG034746
scaffold_187	1	VFG000845
scaffold_198	16	VFG000802,VFG000800,VFG000801,VFG000833,VFG000739,VFG000804,VFG000805,VFG000808,VFG000807,VFG000748,VFG000809,VFG000797,VFG000743,VFG000795,VFG000744,VFG000806
scaffold_211	6	VFG001449,VFG001448,VFG001450,VFG002056,VFG002055,VFG002054
scaffold_214	1	VFG034915
scaffold_229	1	VFG001017
scaffold_231	2	VFG000533,VFG000551
scaffold_244	1	VFG000963
scaffold_247	6	VFG002413,VFG002412,VFG002417,VFG002416,VFG002415,VFG002414
scaffold_250	12	VFG002050,VFG000106,VFG002056,VFG002048,VFG002049,VFG002053,VFG002052,VFG002046,VFG002047,VFG002051,VFG002055,VFG002054
scaffold_272	2	VFG002365,VFG002364
scaffold_286	4	VFG000459,VFG000458,VFG000457,VFG013436
scaffold_300	2	VFG000463,VFG001867
scaffold_310	2	VFG002318,VFG002319
scaffold_315	1	VFG002162
scaffold_326	1	VFG045346
scaffold_350	1	VFG013368
scaffold_352	1	VFG034895
scaffold_359	1	VFG001249
scaffold_361	1	VFG034866
scaffold_362	1	VFG013286
scaffold_382	2	VFG000873,VFG002304
scaffold_383	3	VFG013286,VFG000963,VFG013346
scaffold_400	1	VFG017856
scaffold_402	3	VFG000455,VFG000454,VFG000456
scaffold_403	2	VFG013070,VFG000922
scaffold_426	9	VFG000873,VFG000872,VFG000871,VFG000877,VFG000876,VFG000875,VFG000874,VFG000879,VFG000878
scaffold_429	1	VFG017856
scaffold_433	6	VFG013068,VFG000919,VFG013063,VFG013064,VFG013065,VFG013067
scaffold_438	2	VFG002364,VFG002225
scaffold_441	2	VFG002307(2)
scaffold_444	1	VFG001861
scaffold_469	2	VFG013374,VFG013390
scaffold_473	1	VFG002225
scaffold_474	1	VFG017856
scaffold_482	1	VFG000331
scaffold_486	3	VFG001373,VFG013508,VFG013368
scaffold_488	1	VFG001967
scaffold_491	1	VFG010882
scaffold_501	1	VFG002365
scaffold_517	4	VFG000934,VFG000932,VFG000933,VFG000931
scaffold_520	3	VFG002324,VFG002328,VFG034831
scaffold_525	1	VFG017856
scaffold_526	1	VFG000079
scaffold_530	4	VFG000555,VFG000557,VFG000559,VFG001006
scaffold_534	1	VFG043209
scaffold_544	1	VFG000839
scaffold_545	1	VFG034901
scaffold_555	1	VFG002093
scaffold_571	1	VFG002121
scaffold_573	1	VFG001855
scaffold_577	1	VFG013236
scaffold_578	1	VFG000079
scaffold_580	1	VFG013418
scaffold_584	1	VFG000574
