id	nhit	hits
scaffold_1	1	VFG013286
scaffold_2	4	VFG001967,VFG001855,VFG002364,VFG002225
scaffold_3	3	VFG002162,VFG000270,VFG000274
scaffold_9	9	VFG034849(2),VFG017856,VFG013374,VFG013384,VFG013412,VFG013390,VFG045346,VFG034895
scaffold_10	2	VFG000274,VFG000270
scaffold_13	1	VFG000331
scaffold_15	2	VFG013286,VFG000077
scaffold_16	4	VFG002162,VFG001376,VFG001375,VFG001374
scaffold_21	4	VFG000330,VFG045346,VFG000139,VFG000140
scaffold_25	1	VFG013286
scaffold_27	2	VFG002376,VFG002377
scaffold_29	13	VFG000923,VFG000929,VFG000925,VFG000924,VFG000934,VFG000926,VFG000932,VFG000933,VFG000930,VFG000931,VFG044159,VFG044165,VFG000928
scaffold_34	1	VFG001861
scaffold_35	1	VFG001369
scaffold_36	6	VFG000446,VFG000447,VFG000445,VFG000448,VFG000077,VFG013321
scaffold_39	4	VFG034772,VFG001381,VFG034873,VFG034866
scaffold_41	1	VFG000079
scaffold_42	1	VFG013368
scaffold_52	1	VFG010882
scaffold_56	4	VFG001373,VFG013508,VFG001444,VFG013368
scaffold_60	2	VFG002182,VFG001338
scaffold_61	1	VFG001369
scaffold_77	1	VFG001855
scaffold_79	1	VFG001855
scaffold_86	2	VFG001855,VFG013368
scaffold_87	3	VFG002189,VFG002190,VFG001855
scaffold_97	2	VFG000878,VFG000876
scaffold_98	2	VFG000116,VFG001249
scaffold_100	1	VFG002304
scaffold_104	1	VFG013286
scaffold_110	1	VFG017856
scaffold_116	1	VFG000077
scaffold_122	2	VFG002092,VFG007138
scaffold_125	1	VFG000080
scaffold_127	1	VFG000077
scaffold_128	3	VFG000274,VFG000271,VFG000270
scaffold_131	1	VFG001373
scaffold_134	2	VFG002480,VFG001369
scaffold_139	1	VFG001867
scaffold_142	1	VFG043209
scaffold_145	1	VFG001967
scaffold_149	13	VFG002050,VFG001450,VFG002056,VFG001449,VFG002048,VFG002049,VFG002053,VFG002052,VFG002051,VFG002047,VFG002046,VFG002055,VFG002054
scaffold_150	3	VFG002050,VFG002048,VFG002070
scaffold_157	1	VFG017856
scaffold_161	1	VFG013418
scaffold_163	2	VFG000670,VFG036956
scaffold_167	1	VFG013286
scaffold_168	2	VFG002338,VFG002340
scaffold_171	3	VFG000963,VFG002225,VFG002364
scaffold_175	1	VFG001443
scaffold_180	1	VFG001855
scaffold_185	1	VFG000077
scaffold_191	1	VFG000077
scaffold_194	12	VFG002350,VFG002351,VFG000457,VFG002349,VFG002348,VFG000459,VFG013436,VFG000458,VFG000460,VFG000461,VFG000462,VFG004125
scaffold_195	1	VFG002162
scaffold_196	2	VFG034815(2)
scaffold_200	3	VFG013248,VFG013242,VFG013236
scaffold_206	1	VFG001855
scaffold_207	1	VFG037100
scaffold_212	3	VFG001967,VFG000963,VFG013368
scaffold_234	1	VFG045349
scaffold_236	1	VFG000963
scaffold_242	1	VFG000121
scaffold_243	1	VFG000963
scaffold_245	2	VFG034754(2)
scaffold_248	2	VFG001373,VFG012002
scaffold_252	1	VFG000079
scaffold_256	1	VFG000964
scaffold_259	1	VFG000079
scaffold_264	1	VFG001373
scaffold_270	2	VFG001967,VFG000963
scaffold_273	1	VFG013286
scaffold_275	2	VFG000274,VFG000270
scaffold_276	1	VFG000079
scaffold_283	1	VFG043319
scaffold_287	1	VFG013286
scaffold_289	1	VFG036956
scaffold_300	1	VFG000574
scaffold_302	1	VFG000077
scaffold_308	2	VFG002182,VFG001369
scaffold_312	4	VFG000963,VFG001301,VFG001376,VFG001375
scaffold_314	1	VFG017856
scaffold_319	1	VFG017856
scaffold_323	1	VFG013465
scaffold_325	1	VFG013265
scaffold_334	13	VFG043209,VFG043208,VFG002356,VFG002357,VFG002358,VFG043213,VFG043210,VFG043211,VFG043205,VFG043207,VFG043206,VFG043212,VFG002529
scaffold_343	1	VFG000037
scaffold_351	1	VFG001249
scaffold_352	2	VFG000274,VFG000270
scaffold_363	1	VFG013286
scaffold_370	3	VFG006717(3)
scaffold_382	7	VFG000749,VFG000758,VFG000751,VFG000756,VFG000757,VFG000754,VFG000755
scaffold_392	1	VFG000431
scaffold_404	1	VFG000079
scaffold_442	1	VFG001967
scaffold_485	6	VFG002413,VFG002412,VFG002417,VFG002416,VFG002415,VFG002414
scaffold_488	1	VFG013286
scaffold_496	2	VFG013286,VFG000080
scaffold_541	2	VFG006717,VFG013346
scaffold_547	4	VFG002363,VFG002362,VFG002365,VFG002364
scaffold_556	1	VFG000077
scaffold_577	1	VFG037100
scaffold_594	7	VFG002335,VFG002332,VFG034825,VFG002330,VFG002331,VFG002329,VFG002328
scaffold_603	1	VFG037028
scaffold_606	1	VFG007023
scaffold_639	4	VFG002321,VFG002318,VFG002319,VFG002324
scaffold_719	1	VFG034541
scaffold_736	1	VFG000963
scaffold_748	1	VFG001448
scaffold_882	1	VFG001347
scaffold_915	1	VFG002182
scaffold_919	1	VFG000079
scaffold_947	1	VFG001855
scaffold_957	1	VFG000363
scaffold_971	1	VFG002162
scaffold_981	7	VFG002347,VFG002346,VFG002345,VFG002344,VFG002343,VFG002342,VFG002341
