id	nhit	hits
scaffold_0	3	VFG000079,VFG001855,VFG001386
scaffold_1	5	VFG011414,VFG001867,VFG000032,VFG037028,VFG013368
scaffold_3	1	VFG006717
scaffold_4	1	VFG037100
scaffold_5	2	VFG037100,VFG001248
scaffold_6	5	VFG043518(2),VFG001855,VFG000964,VFG002195
scaffold_7	2	VFG000080,VFG000077
scaffold_8	6	VFG042978(2),VFG042976(2),VFG000959,VFG042979
scaffold_9	2	VFG006717,VFG037100
scaffold_10	4	VFG005313(2),VFG013286,VFG000232
scaffold_11	4	VFG000963,VFG001301,VFG001376,VFG001375
scaffold_12	3	VFG001826,VFG041304,VFG000077
scaffold_14	4	VFG002189,VFG002162,VFG002190,VFG042979
scaffold_16	1	VFG002225
scaffold_17	1	VFG011414
scaffold_18	1	VFG005293
scaffold_19	3	VFG001867,VFG000077,VFG002158
scaffold_21	1	VFG000080
scaffold_24	7	VFG017856,VFG013374,VFG013384,VFG013412,VFG013390,VFG045346,VFG034849
scaffold_25	1	VFG000077
scaffold_27	1	VFG011414
scaffold_28	1	VFG000079
scaffold_30	6	VFG001369,VFG001302,VFG001303,VFG000963,VFG001301,VFG000964
scaffold_32	1	VFG001855
scaffold_33	2	VFG000077,VFG045340
scaffold_35	2	VFG001826,VFG041304
scaffold_38	1	VFG001867
scaffold_39	2	VFG000079,VFG043519
scaffold_40	1	VFG002480
scaffold_41	2	VFG002377,VFG012002
scaffold_42	3	VFG000116,VFG036956,VFG001249
scaffold_43	1	VFG001855
scaffold_47	3	VFG002182,VFG002377,VFG013368
scaffold_48	1	VFG017856
scaffold_52	2	VFG009570,VFG002026
scaffold_55	1	VFG002377
scaffold_59	2	VFG000963,VFG000080
scaffold_60	1	VFG001855
scaffold_62	1	VFG001855
scaffold_65	2	VFG010882,VFG017856
scaffold_68	1	VFG013286
scaffold_72	1	VFG013286
scaffold_75	4	VFG001386,VFG000079,VFG001855,VFG000077
scaffold_76	1	VFG001249
scaffold_83	1	VFG000077
scaffold_88	1	VFG000037
scaffold_93	1	VFG000077
scaffold_94	1	VFG001967
scaffold_97	2	VFG000963,VFG002225
scaffold_99	2	VFG001967,VFG000963
scaffold_101	1	VFG000077
scaffold_102	1	VFG013368
scaffold_111	1	VFG002197
scaffold_119	1	VFG013265
scaffold_123	2	VFG001967,VFG000079
scaffold_136	3	VFG001301,VFG001376,VFG001375
scaffold_137	2	VFG001347,VFG002182
scaffold_138	7	VFG013286,VFG002363,VFG002362,VFG002365,VFG002364,VFG013346,VFG000963
scaffold_147	1	VFG006717
scaffold_158	2	VFG001967,VFG000963
scaffold_161	1	VFG000331
scaffold_162	1	VFG001855
scaffold_166	1	VFG001855
scaffold_181	1	VFG001373
scaffold_182	1	VFG037100
scaffold_185	19	VFG002350,VFG002351,VFG002344,VFG002349,VFG000457,VFG002348,VFG000459,VFG000458,VFG002345,VFG002346,VFG002343,VFG002342,VFG002341,VFG002347,VFG013436,VFG000460,VFG000461,VFG000462,VFG004125
scaffold_187	1	VFG000079
scaffold_188	1	VFG013286
scaffold_190	2	VFG001826,VFG041304
scaffold_192	2	VFG000274,VFG000270
scaffold_193	1	VFG000077
scaffold_194	1	VFG000431
scaffold_195	1	VFG001867
scaffold_198	13	VFG000923,VFG000929,VFG000925,VFG000924,VFG000934,VFG000926,VFG000932,VFG000933,VFG000930,VFG000931,VFG044159,VFG044165,VFG000928
scaffold_206	1	VFG037028
scaffold_214	4	VFG001373,VFG001376,VFG001375,VFG001374
scaffold_218	2	VFG013286,VFG002182
scaffold_230	3	VFG042978,VFG042979,VFG042976
scaffold_233	1	VFG001369
scaffold_234	1	VFG002225
scaffold_235	1	VFG001861
scaffold_240	1	VFG002162
scaffold_241	1	VFG002162
scaffold_243	1	VFG000079
scaffold_246	1	VFG013286
scaffold_253	6	VFG000139,VFG000330,VFG013400,VFG000142,VFG000140,VFG000332
scaffold_264	1	VFG001855
scaffold_267	1	VFG000077
scaffold_270	1	VFG000077
scaffold_271	1	VFG002182
scaffold_275	10	VFG043209,VFG000873,VFG000872,VFG000871,VFG000877,VFG000876,VFG000875,VFG000874,VFG000879,VFG000878
scaffold_289	1	VFG013286
scaffold_291	2	VFG000431,VFG000430
scaffold_296	2	VFG001855,VFG013368
scaffold_298	1	VFG017856
scaffold_299	1	VFG000574
scaffold_306	1	VFG002190
scaffold_307	2	VFG000963,VFG002365
scaffold_308	1	VFG000080
scaffold_311	1	VFG013248
scaffold_312	1	VFG002165
scaffold_313	1	VFG001855
scaffold_315	2	VFG001373,VFG000963
scaffold_321	4	VFG001374,VFG001376,VFG001375,VFG001338
