id	nhit	hits
scaffold_0	1	VFG006717
scaffold_1	17	VFG017856,VFG000919,VFG034915,VFG000139,VFG000330,VFG000916,VFG000140,VFG013064,VFG013065,VFG045346,VFG000142,VFG000921,VFG000920,VFG000922,VFG044172,VFG000332,VFG013400
scaffold_2	36	VFG043211,VFG002329,VFG002529,VFG002340,VFG002331,VFG043209,VFG043208,VFG002322,VFG043205,VFG002328,VFG043207,VFG043206,VFG002324,VFG000873,VFG002318,VFG000876,VFG000878,VFG002336,VFG034754,VFG002335,VFG002332,VFG034831,VFG002356,VFG002357,VFG043212,VFG002359,VFG043210,VFG034815,VFG001867,VFG000911,VFG002338,VFG002358,VFG043213,VFG000463,VFG002330,VFG002319
scaffold_3	11	VFG001249(2),VFG000533,VFG000116,VFG000557,VFG013265,VFG000555,VFG036956,VFG000551,VFG000548,VFG000559
scaffold_4	15	VFG002050,VFG000331,VFG001450,VFG002056,VFG001449,VFG001448,VFG002048,VFG002049,VFG002053,VFG002052,VFG002046,VFG002047,VFG002051,VFG002055,VFG002054
scaffold_5	2	VFG000963,VFG013368
scaffold_6	7	VFG000446,VFG000447,VFG000445,VFG034908,VFG000448,VFG000077,VFG013321
scaffold_9	9	VFG017856,VFG013374,VFG034901,VFG013384,VFG013412,VFG013390,VFG034849,VFG034895,VFG045346
scaffold_10	5	VFG000121,VFG036956,VFG002307,VFG043319,VFG001249
scaffold_12	4	VFG042870,VFG001826,VFG041304,VFG000182
scaffold_13	5	VFG034866,VFG034772,VFG001855,VFG001381,VFG034873
scaffold_14	1	VFG000963
scaffold_15	12	VFG043209,VFG034880,VFG000873,VFG000872,VFG000871,VFG000877,VFG000876,VFG000875,VFG000874,VFG000574,VFG000878,VFG000879
scaffold_16	14	VFG013286,VFG000923,VFG000929,VFG000925,VFG000924,VFG000934,VFG000926,VFG000932,VFG000933,VFG000930,VFG000931,VFG044159,VFG044165,VFG000928
scaffold_17	4	VFG001386,VFG000079,VFG001855,VFG000077
scaffold_18	1	VFG000079
scaffold_20	3	VFG013248,VFG013242,VFG013236
scaffold_26	7	VFG002363(2),VFG002362,VFG002365,VFG002364,VFG013346,VFG000963
scaffold_29	2	VFG010882,VFG017856
scaffold_30	1	VFG000077
scaffold_33	1	VFG042870
scaffold_36	1	VFG001855
scaffold_44	4	VFG000077,VFG001376,VFG001375,VFG001374
scaffold_45	2	VFG001967,VFG000963
scaffold_46	2	VFG001967,VFG013286
scaffold_48	2	VFG001967,VFG013368
scaffold_49	19	VFG002350,VFG002351,VFG000457,VFG002349,VFG002348,VFG002347,VFG002346,VFG002345,VFG002344,VFG002343,VFG002342,VFG002341,VFG000459,VFG000458,VFG013436,VFG000460,VFG000461,VFG000462,VFG004125
scaffold_50	1	VFG001967
scaffold_51	1	VFG001952
scaffold_54	1	VFG002364
scaffold_55	2	VFG013286,VFG013368
scaffold_59	1	VFG001443
scaffold_61	1	VFG000080
scaffold_62	1	VFG001861
scaffold_63	2	VFG001855,VFG013368
scaffold_67	1	VFG013368
scaffold_68	1	VFG017856
scaffold_76	1	VFG001855
scaffold_78	1	VFG042870
scaffold_79	1	VFG000077
scaffold_80	1	VFG001855
scaffold_83	2	VFG001967,VFG000079
scaffold_86	1	VFG037100
scaffold_88	2	VFG009570,VFG013286
scaffold_89	1	VFG013368
scaffold_93	1	VFG002225
scaffold_95	1	VFG045340
scaffold_99	1	VFG002162
scaffold_103	1	VFG000080
scaffold_108	1	VFG000077
scaffold_118	2	VFG002190,VFG006717
scaffold_120	1	VFG002162
scaffold_125	1	VFG000077
scaffold_136	1	VFG013286
scaffold_140	1	VFG001855
scaffold_144	1	VFG000077
scaffold_147	1	VFG001444
scaffold_148	4	VFG001259,VFG001254,VFG001242,VFG001240
scaffold_167	1	VFG001855
scaffold_169	1	VFG013286
scaffold_173	1	VFG013465
scaffold_175	2	VFG001967,VFG000963
scaffold_176	3	VFG002475,VFG002480,VFG002070
scaffold_178	5	VFG013418,VFG002093,VFG002092,VFG002084,VFG007138
scaffold_185	1	VFG001300
scaffold_186	1	VFG000079
scaffold_190	1	VFG000079
scaffold_208	2	VFG006717,VFG000964
scaffold_210	1	VFG013286
scaffold_217	1	VFG013286
scaffold_227	3	VFG001373,VFG013508,VFG013368
scaffold_230	1	VFG013346
scaffold_248	1	VFG000080
scaffold_249	1	VFG000670
scaffold_254	1	VFG037100
scaffold_255	1	VFG001855
scaffold_265	1	VFG006717
scaffold_270	1	VFG002480
scaffold_271	1	VFG001301
scaffold_274	1	VFG000077
scaffold_281	1	VFG002162
scaffold_295	1	VFG006717
scaffold_301	7	VFG002413,VFG002412,VFG002417,VFG002416,VFG002415,VFG002414,VFG045349
scaffold_304	1	VFG042445
scaffold_317	1	VFG000964
scaffold_324	2	VFG006717,VFG000077
scaffold_337	2	VFG000274,VFG000270
scaffold_354	2	VFG002189,VFG002190
scaffold_365	1	VFG006717
scaffold_390	3	VFG000274,VFG000271,VFG000270
scaffold_416	1	VFG002274
scaffold_426	2	VFG001967,VFG000963
scaffold_443	1	VFG013412
scaffold_454	3	VFG000332,VFG013400,VFG000142
scaffold_456	1	VFG013286
scaffold_459	1	VFG000270
scaffold_489	2	VFG002189,VFG002190
scaffold_490	1	VFG000079
scaffold_498	1	VFG001855
scaffold_516	1	VFG000964
scaffold_529	1	VFG000121
scaffold_548	1	VFG001381
scaffold_569	1	VFG000270
scaffold_572	1	VFG043209
scaffold_574	1	VFG000077
scaffold_582	1	VFG000635
scaffold_600	1	VFG002162
scaffold_612	1	VFG000077
scaffold_667	1	VFG043209
scaffold_708	1	VFG037100
scaffold_710	1	VFG006717
scaffold_715	1	VFG001443
scaffold_722	2	VFG001373,VFG013508
scaffold_726	3	VFG000903,VFG000858,VFG042425
scaffold_733	6	VFG000457,VFG000458,VFG000460,VFG000461,VFG000462,VFG004125
scaffold_760	1	VFG001855
scaffold_809	1	VFG006717
scaffold_817	1	VFG000963
scaffold_837	1	VFG001855
scaffold_853	1	VFG013368
scaffold_873	6	VFG002336,VFG002335,VFG002330,VFG002331,VFG002338,VFG002340
scaffold_888	1	VFG037100
scaffold_903	1	VFG000079
scaffold_915	6	VFG000924,VFG000934,VFG000932,VFG000933,VFG000931,VFG044165
scaffold_919	1	VFG013368
scaffold_953	1	VFG000077
scaffold_1001	1	VFG001248
scaffold_1048	1	VFG000964
scaffold_1057	1	VFG000080
scaffold_1059	1	VFG001855
scaffold_1117	5	VFG002347,VFG002350,VFG002351,VFG002349,VFG002348
scaffold_1125	3	VFG043209,VFG043208,VFG002529
scaffold_1167	1	VFG000865
scaffold_1187	1	VFG002190
scaffold_1190	2	VFG002050,VFG002048
scaffold_1224	1	VFG000463
scaffold_1260	2	VFG001373,VFG001348
scaffold_1263	2	VFG001376,VFG001375
scaffold_1307	2	VFG000444,VFG000445
scaffold_1331	1	VFG044159
scaffold_1333	3	VFG000448,VFG000446,VFG000447
scaffold_1392	3	VFG013248,VFG013242,VFG013236
scaffold_1400	1	VFG000079
scaffold_1411	1	VFG000935
scaffold_1442	1	VFG013436
scaffold_1467	2	VFG002070,VFG002069
scaffold_1475	1	VFG013346
scaffold_1518	1	VFG013368
scaffold_1532	1	VFG013368
scaffold_1544	1	VFG000669
scaffold_1547	1	VFG000903
scaffold_1554	4	VFG001365,VFG001366,VFG001367,VFG001368
scaffold_1560	1	VFG037064
scaffold_1686	1	VFG013286
scaffold_1748	1	VFG002182
scaffold_1765	1	VFG001359
scaffold_1810	3	VFG013384,VFG013374,VFG013390
scaffold_1833	1	VFG000080
scaffold_1862	1	VFG002328
scaffold_1893	3	VFG002363,VFG002365,VFG002364
scaffold_1912	1	VFG000079
scaffold_1971	1	VFG037100
scaffold_1972	1	VFG045346
scaffold_1973	1	VFG007023
scaffold_1975	1	VFG000252
scaffold_2000	1	VFG001855
scaffold_2078	1	VFG002356
scaffold_2081	1	VFG000670
scaffold_2120	1	VFG001855
scaffold_2125	1	VFG037100
scaffold_2140	1	VFG016046
scaffold_2162	1	VFG013286
scaffold_2214	1	VFG013286
scaffold_2237	1	VFG000963
scaffold_2246	1	VFG037100
scaffold_2283	1	VFG002377
scaffold_2315	1	VFG045346
scaffold_2324	1	VFG000574
scaffold_2362	1	VFG002321
scaffold_2378	1	VFG013436
scaffold_2390	1	VFG002276
scaffold_2393	1	VFG000077
scaffold_2450	1	VFG001967
