id	nhit	hits
scaffold_0	15	NP_046717,YP_001285810,YP_002875699(3),YP_003347375,YP_003347382,YP_004421762(2),YP_007005347,YP_007354398,YP_008240327,YP_009003341,YP_009010737,YP_009195825
scaffold_1	2	NP_417179,YP_009015561
scaffold_2	2	YP_007674390,YP_009221720
scaffold_3	3	NP_417179,YP_009003341,YP_398475
scaffold_4	5	NP_417645,YP_009012396,YP_009012397,YP_009015561,YP_293777
scaffold_5	5	YP_004306893,YP_007010923,YP_007418395,YP_238737,YP_293777
scaffold_6	4	YP_001469195,YP_003347382,YP_006218727,YP_009010737
scaffold_7	2	NP_417179,YP_007354398
scaffold_8	4	YP_001285862,YP_002875699,YP_008318548,YP_009126420
scaffold_9	1	YP_009015561
scaffold_10	3	YP_001294783(2),YP_003970036
scaffold_11	3	YP_004894587,YP_009012396,YP_009015580
scaffold_13	4	NP_048649,NP_417645,YP_007674420,YP_009124151
scaffold_14	3	NP_417179,YP_007354398,YP_009012397
scaffold_15	2	YP_009012396,YP_009134434
scaffold_16	1	YP_009015561
scaffold_17	4	NP_048965,YP_009012396,YP_009012397,YP_009195802
scaffold_18	1	YP_004324023
scaffold_19	1	NP_417179
scaffold_20	1	YP_009012397
scaffold_21	2	YP_007354398,YP_009205333
scaffold_23	3	NP_417179,YP_008240916,YP_009032144
scaffold_25	4	NP_932363,YP_007354398,YP_009015561,YP_009015580
scaffold_26	1	YP_009015561
scaffold_27	9	NP_312084,NP_795675,YP_003347382,YP_008771451,YP_009010737,YP_009218156,YP_009223776(2),YP_950598
scaffold_28	1	YP_006987334
scaffold_30	1	YP_009015561
scaffold_31	1	YP_293777
scaffold_32	2	YP_009223762,YP_293777
scaffold_34	2	YP_002875699,YP_009015561
scaffold_35	1	YP_004347063
scaffold_36	4	NP_932363,YP_004306119,YP_007354398,YP_112541
scaffold_37	3	YP_004306459,YP_009018187,YP_009224382
scaffold_38	3	NP_417645,YP_009015381,YP_293777
scaffold_39	1	YP_009015561
scaffold_40	2	YP_007354398,YP_009015381
scaffold_41	1	YP_007173635
scaffold_43	1	YP_009223762
scaffold_44	2	NP_312084,YP_009124151
scaffold_46	2	YP_398605,YP_398606
scaffold_47	1	NP_612851
scaffold_48	1	YP_002875699
scaffold_50	1	YP_004306889
scaffold_51	1	YP_006987334
scaffold_53	1	YP_009003341
scaffold_55	1	YP_007173635
scaffold_56	1	YP_004306893
scaffold_57	9	NP_862888,NP_932363,YP_009015381,YP_009196166,YP_009196167,YP_009196168,YP_009196169,YP_009196171,YP_009196174
scaffold_59	1	YP_007674420
scaffold_60	4	YP_007354398,YP_009012396,YP_009012397,YP_009015381
scaffold_61	1	YP_009015561
scaffold_62	1	YP_006987334
scaffold_63	2	YP_007673911,YP_009134434
scaffold_64	1	YP_002875699
scaffold_65	1	YP_009015381
scaffold_66	1	YP_009003341
scaffold_69	2	NP_286654,YP_009223776
scaffold_70	3	NP_417179,YP_006987334,YP_007354398
scaffold_72	3	YP_009012396,YP_009012397,YP_398605
scaffold_73	1	NP_418015
scaffold_74	1	NP_418015
scaffold_75	2	YP_002875699,YP_009003341
scaffold_77	2	YP_009012396,YP_009012397
scaffold_78	2	YP_007354398,YP_009015580
scaffold_79	3	NP_417179,YP_008438547,YP_009015381
scaffold_81	3	NP_417179,YP_004306889,YP_009003341
scaffold_82	1	YP_007674390
scaffold_83	1	NP_286654
scaffold_85	3	YP_001285862,YP_008318548,YP_009012397
scaffold_87	2	YP_009201990,YP_009213075
scaffold_88	2	YP_009012396,YP_009012397
scaffold_90	1	YP_009012397
scaffold_92	3	YP_008240327,YP_009003341,YP_529586
scaffold_93	1	NP_048965
scaffold_94	1	YP_008318610
scaffold_95	1	YP_002875699
scaffold_97	1	NP_046717
scaffold_98	1	YP_006987334
scaffold_99	2	YP_002875699,YP_009015580
scaffold_100	2	NP_417179,YP_008319823
scaffold_102	2	YP_009153153,YP_238737
scaffold_103	3	NP_417179,NP_932363,YP_009015381
scaffold_104	1	NP_463515
scaffold_107	2	NP_996712,YP_009223776
scaffold_108	1	YP_293777
scaffold_109	3	NP_417179,YP_009102085,YP_238737
scaffold_111	4	NP_048965,NP_932363,YP_009012396,YP_009012397
scaffold_113	1	NP_839905
scaffold_114	1	YP_009003341
scaffold_116	2	NP_417179,YP_009002822
scaffold_117	1	YP_006987334
scaffold_119	2	YP_002875699,YP_009218156
scaffold_120	1	NP_417179
scaffold_122	1	YP_009223762
scaffold_123	3	YP_002290919,YP_002875699,YP_007005347
scaffold_125	1	YP_009015561
scaffold_127	1	YP_007354398
scaffold_128	1	YP_009012396
scaffold_129	2	NP_048965,YP_009003341
scaffold_131	3	YP_007354398,YP_398536,YP_398605
scaffold_133	2	YP_004325011,YP_009003341
scaffold_135	1	YP_293777
scaffold_137	2	YP_007173634,YP_007173635
scaffold_138	3	YP_009003341,YP_009012396,YP_009012397
scaffold_140	2	YP_001468682,YP_009015580
scaffold_141	1	YP_009015381
scaffold_145	1	YP_009015561
scaffold_147	3	YP_007354398,YP_009015381,YP_009221720
scaffold_149	1	YP_009003341
scaffold_151	1	NP_417179
scaffold_153	2	NP_312084,NP_932363
scaffold_155	1	YP_293777
scaffold_156	1	YP_009205333
scaffold_157	1	YP_009003341
scaffold_159	2	NP_417179,YP_007173635
scaffold_161	2	YP_004306889,YP_004306890
scaffold_162	2	YP_009012396,YP_009012397
