id	nhit	hits
scaffold_0	6	YP_004306889,YP_009003341,YP_009012396,YP_009012397,YP_009102085,YP_009145913
scaffold_1	3	NP_417179,NP_932363,YP_009015381
scaffold_2	116	NP_839867,YP_001469422,YP_007237651,YP_007237652,YP_007237655,YP_007237656,YP_007237658,YP_007237660,YP_007237664,YP_007237666,YP_007237672,YP_007237678,YP_007237696,YP_007237727,YP_007237728,YP_007237741,YP_007237743,YP_007237745,YP_007237760,YP_007237770,YP_007237773,YP_007237774,YP_007237775,YP_007237778,YP_007237787,YP_007237791,YP_007237794,YP_007237808,YP_007237810,YP_007237811,YP_007237813,YP_007237814,YP_007237815,YP_007237816,YP_007237817,YP_007237818,YP_007237821,YP_007237822,YP_007237823,YP_007237824,YP_007237827,YP_007237828,YP_007237830,YP_007237842,YP_007237845,YP_007237849,YP_007237853,YP_007237854,YP_007237855,YP_007237857,YP_007237859,YP_007237861,YP_007237862,YP_007237863,YP_007237864,YP_007237865,YP_007237866,YP_007237869,YP_007237872,YP_007237874,YP_007237875,YP_007237876,YP_007237877,YP_007237878,YP_007237880,YP_007237882,YP_007237885,YP_007237886,YP_007237887,YP_007237888,YP_007237895,YP_007237896,YP_007237897,YP_007237898,YP_007237899,YP_007237908,YP_007237909,YP_009015188,YP_009153304,YP_009153312,YP_009153318,YP_009153320,YP_009153322,YP_009153329,YP_009153343,YP_009153344,YP_009153369,YP_009153377,YP_009153379,YP_009153382,YP_009153383,YP_009153388,YP_009153394,YP_009153409,YP_009153452,YP_009153455,YP_009153457,YP_009153458,YP_009153459,YP_009153461,YP_009153464,YP_009153490,YP_009153493,YP_009153500,YP_009153510,YP_009153512,YP_009153514,YP_009153519,YP_009153523,YP_009153531,YP_009153533,YP_009153545,YP_009153551,YP_009153552,YP_009153556,YP_009226888
scaffold_3	1	YP_007173635
scaffold_5	2	YP_007674420,YP_009003341
scaffold_7	2	YP_006907920,YP_009221720
scaffold_9	1	YP_009201941
scaffold_11	1	YP_002875699
scaffold_13	1	YP_009015580
scaffold_16	1	YP_293777
scaffold_18	1	YP_240185
scaffold_20	1	YP_009015561
scaffold_21	1	YP_004306889
scaffold_23	1	YP_002875699
scaffold_24	2	YP_007354398,YP_009015381
scaffold_25	1	NP_417179
scaffold_26	1	YP_358798
scaffold_32	1	YP_009015561
scaffold_33	1	YP_009036920
scaffold_34	20	YP_009052495,YP_009052497,YP_009052499,YP_009052500,YP_009052501,YP_009052502,YP_009052505,YP_009052509,YP_009052511,YP_009052520,YP_009052524,YP_009052530,YP_009052548,YP_009052549,YP_009052550,YP_009052551,YP_009052553,YP_009052554,YP_009052558,YP_009052559
scaffold_36	1	YP_009208863
scaffold_37	2	NP_839905,YP_009008359
