id	nhit	hits
scaffold_0	1	NP_417179
scaffold_1	3	NP_312084,YP_007354398,YP_009003341
scaffold_2	2	NP_932363,YP_002875699
scaffold_3	2	YP_006987334,YP_009015561
scaffold_4	3	YP_009218156,YP_240185,YP_293777
scaffold_5	4	YP_002225128,YP_009003341,YP_009217811,YP_009218270
scaffold_6	1	YP_009015561
scaffold_7	2	YP_009223762,YP_293777
scaffold_8	3	NP_417179,YP_009015381,YP_009205333
scaffold_9	5	YP_004421762(2),YP_009032156,YP_009206133,YP_009216852
scaffold_10	3	NP_417179,YP_009124151,YP_009200994
scaffold_11	2	YP_009003341,YP_293777
scaffold_12	1	YP_009100590
scaffold_13	2	NP_932363,YP_007354398
scaffold_14	2	YP_009015561,YP_009223776
scaffold_15	1	NP_417179
scaffold_16	3	YP_007354398,YP_009002822,YP_009003341
scaffold_17	1	YP_007354398
scaffold_18	4	NP_417645,NP_807108,YP_009015381,YP_398537
scaffold_20	1	NP_312084
scaffold_21	3	NP_417179,YP_009015561,YP_009124151
scaffold_22	7	NP_945278,YP_004508385,YP_007674390,YP_009214131,YP_238737,YP_293777,YP_918939
scaffold_23	4	NP_048965,YP_002875699,YP_007348470,YP_009221720
scaffold_24	3	YP_004061896,YP_009015561,YP_293777
scaffold_26	2	YP_007418395,YP_009218135
scaffold_27	1	YP_009003341
scaffold_29	1	NP_417179
scaffold_30	3	NP_312084,YP_009003341,YP_238737
scaffold_31	2	YP_004306889,YP_007418395
scaffold_32	2	YP_004306893,YP_009153012
scaffold_33	3	YP_004306893,YP_004894551,YP_006987334
scaffold_35	2	NP_312084,YP_239103
scaffold_36	2	YP_009003341,YP_009015561
scaffold_37	2	YP_008241870,YP_459981
scaffold_38	4	YP_002875699,YP_009012396,YP_009012397,YP_009015580
scaffold_39	1	YP_003970036
scaffold_41	1	NP_312084
scaffold_42	1	YP_007676312
scaffold_43	2	NP_417179,YP_009223762
scaffold_44	1	YP_007354398
scaffold_45	1	YP_002875699
scaffold_46	3	YP_001468682,YP_004306889,YP_004306890
scaffold_49	1	YP_006987334
scaffold_50	2	YP_009002822,YP_009003341
scaffold_51	1	NP_417179
scaffold_52	4	NP_417179,YP_009015561,YP_009223776(2)
scaffold_53	1	NP_286654
scaffold_54	2	NP_417645,YP_007010969
scaffold_55	3	NP_418015,YP_009015580,YP_293777
scaffold_57	1	YP_009200994
scaffold_60	1	YP_009015561
scaffold_63	1	YP_008771537
scaffold_64	4	YP_001294783(2),YP_009124748,YP_009150853
scaffold_65	1	YP_009015561
scaffold_69	2	YP_002875699,YP_398605
scaffold_70	1	YP_007354398
scaffold_75	1	YP_293777
scaffold_76	1	YP_002875699
scaffold_77	1	YP_004306215
scaffold_79	1	YP_009003341
scaffold_80	2	YP_002875699,YP_007354398
scaffold_83	1	YP_009151342
scaffold_88	3	YP_007173634,YP_007173635,YP_009190391
scaffold_89	1	YP_009003341
scaffold_90	1	YP_009015561
scaffold_91	3	YP_004323805,YP_009150853,YP_238737
scaffold_95	1	YP_007674885
scaffold_98	1	NP_417179
scaffold_101	4	YP_007002005,YP_007002006,YP_009054964,YP_238737
scaffold_102	2	YP_002225128,YP_009015561
scaffold_103	3	NP_417870,YP_009004840,YP_026220
scaffold_104	3	NP_312084,YP_002875699,YP_007674390
scaffold_105	2	YP_009015381,YP_009015561
scaffold_109	1	YP_009015580
scaffold_110	1	YP_004306889
scaffold_112	3	NP_416321,NP_416344,NP_416359
scaffold_117	3	YP_007418395,YP_009003341,YP_009006594
scaffold_118	1	YP_006987334
scaffold_119	1	YP_002290938
scaffold_122	2	NP_417645,NP_932363
scaffold_124	2	YP_007354398,YP_009015561
scaffold_125	3	NP_417298,YP_001285862,YP_009003341
scaffold_126	2	YP_009012396,YP_009012397
scaffold_127	1	YP_009221711
scaffold_130	1	YP_240185
scaffold_131	4	YP_001449244,YP_007001969,YP_007111529,YP_007111602
scaffold_133	1	YP_002274285
scaffold_134	2	YP_002875699,YP_007418395
scaffold_136	1	YP_009223720
scaffold_137	1	NP_418015
scaffold_139	2	NP_417179,YP_009018187
scaffold_145	2	YP_009223776(2)
scaffold_148	1	YP_453666
scaffold_150	3	YP_007354398,YP_009015381,YP_238737
scaffold_151	2	NP_286654,NP_463515
scaffold_155	2	NP_417179,YP_009124151
scaffold_157	2	YP_009218050,YP_009221718
scaffold_158	1	YP_006987334
scaffold_163	1	YP_002875699
scaffold_164	1	NP_932363
scaffold_165	1	YP_009015561
scaffold_166	1	YP_006987334
scaffold_167	1	YP_009015381
scaffold_168	65	YP_009052485,YP_009052487,YP_009052488,YP_009052490,YP_009052491,YP_009052492,YP_009052493,YP_009052494,YP_009052495,YP_009052496,YP_009052497,YP_009052498,YP_009052499,YP_009052500,YP_009052501,YP_009052502,YP_009052503,YP_009052504,YP_009052505,YP_009052506,YP_009052507,YP_009052508,YP_009052509,YP_009052511,YP_009052514,YP_009052516,YP_009052517,YP_009052518,YP_009052520,YP_009052522,YP_009052523,YP_009052524,YP_009052525,YP_009052526,YP_009052527,YP_009052528,YP_009052529,YP_009052530,YP_009052533,YP_009052534,YP_009052535,YP_009052538(2),YP_009052539,YP_009052540,YP_009052541,YP_009052542,YP_009052543,YP_009052544,YP_009052545,YP_009052547,YP_009052548,YP_009052549,YP_009052550,YP_009052551,YP_009052552,YP_009052553,YP_009052554,YP_009052555,YP_009052556,YP_009052557,YP_009052558,YP_009052559,YP_009052560,YP_009052561
scaffold_169	1	NP_046717
scaffold_173	1	NP_932363
scaffold_174	1	YP_238737
scaffold_175	2	YP_004306893,YP_009015561
scaffold_178	1	NP_417628
scaffold_181	2	NP_417179,YP_009124151
scaffold_183	1	YP_009015561
scaffold_184	2	YP_009218156,YP_293777
scaffold_187	1	YP_009201939
scaffold_192	1	YP_007674390
scaffold_195	1	YP_007354398
scaffold_196	1	NP_417179
scaffold_199	1	YP_003970036
scaffold_200	1	NP_417179
scaffold_201	2	YP_009012396,YP_009012397
scaffold_203	1	YP_009205333
scaffold_208	1	YP_009015561
scaffold_209	1	YP_293777
scaffold_211	3	NP_312084,YP_004957628,YP_293777
scaffold_213	1	YP_009221720
scaffold_214	1	YP_009012396
scaffold_215	1	YP_002875699
scaffold_216	1	YP_001294783
scaffold_219	1	NP_312084
scaffold_222	1	YP_009015561
scaffold_225	1	YP_009218288
scaffold_227	1	YP_002875699
scaffold_228	1	NP_795676
scaffold_230	1	YP_238637
scaffold_233	1	YP_009173450
scaffold_235	1	YP_009003341
scaffold_236	2	YP_001294783,YP_009098674
scaffold_239	2	YP_001700614,YP_006560838
scaffold_241	1	YP_009173395
scaffold_244	1	YP_002274137
scaffold_245	3	NP_463515,YP_001294783,YP_009003341
scaffold_248	2	NP_839905,YP_009008359
scaffold_249	3	YP_003347382,YP_009010737,YP_009126519
scaffold_252	2	YP_009102085,YP_009145913
scaffold_258	2	YP_006383638,YP_006543
scaffold_259	1	YP_529586
scaffold_264	2	NP_048649,YP_007674420
scaffold_270	1	YP_009003341
scaffold_271	1	YP_398475
scaffold_273	1	YP_001468682
scaffold_274	1	NP_754310
scaffold_275	1	YP_002875699
scaffold_276	1	YP_007418395
scaffold_279	1	YP_009205333
scaffold_280	1	YP_009003341
scaffold_282	1	NP_418698
scaffold_283	1	YP_009124151
scaffold_284	1	YP_009012397
scaffold_286	2	YP_007354398,YP_009015381
scaffold_287	1	YP_009015561
scaffold_295	3	YP_001469195,YP_003347382,YP_009010737
scaffold_296	1	NP_048965
scaffold_298	2	NP_417179,YP_009015381
scaffold_302	2	NP_286654,YP_238737
scaffold_306	2	NP_312885,NP_312886
scaffold_309	1	YP_009191721
scaffold_310	2	NP_416280,YP_009015586
scaffold_312	2	YP_004957628,YP_009012397
scaffold_316	1	NP_048965
scaffold_321	1	YP_008320369
scaffold_327	2	YP_006990329,YP_009206145
scaffold_329	4	NP_312128,NP_312135,NP_312144,NP_417701
scaffold_330	2	NP_417179,YP_004306889
scaffold_333	2	NP_417179,YP_006987334
scaffold_334	1	YP_004894587
scaffold_339	1	YP_009012396
scaffold_348	1	YP_009015561
scaffold_349	1	NP_417179
scaffold_350	3	YP_009012396,YP_009012397(2)
scaffold_353	1	YP_009173627
scaffold_356	1	YP_009003341
scaffold_358	1	YP_009223776
scaffold_359	2	YP_007112092,YP_007112561
scaffold_360	1	YP_009015580
scaffold_362	1	YP_238737
scaffold_365	1	NP_417645
scaffold_371	2	YP_009012396,YP_009012397
scaffold_373	1	YP_001294783
scaffold_374	2	YP_009195761,YP_009218077
scaffold_376	1	YP_004306893
scaffold_377	1	YP_009012396
scaffold_379	2	NP_417179,NP_418015
scaffold_383	1	NP_048965
scaffold_386	1	YP_003970036
scaffold_391	1	YP_001285862
scaffold_393	1	YP_009003341
scaffold_395	1	YP_001285862
scaffold_398	2	YP_004322601,YP_008766911
scaffold_402	1	NP_312084
scaffold_405	2	NP_417645,YP_006987334
scaffold_410	1	YP_009219478
scaffold_411	1	YP_009003341
scaffold_413	1	YP_009195802
scaffold_416	2	YP_009015580,YP_009201939
scaffold_418	2	YP_007678077,YP_918939
scaffold_422	2	YP_009012396,YP_009012397
scaffold_423	1	YP_238737
scaffold_425	1	YP_009003341
scaffold_427	2	YP_004325011,YP_009003341
scaffold_429	14	NP_543056,NP_543057,NP_543058,NP_543060,NP_543066,NP_543068,NP_543069,NP_543070,NP_543071,YP_001272565,YP_001449238,YP_002274138,YP_007112123,YP_007675734
scaffold_430	1	YP_009165462
scaffold_431	2	YP_002875699,YP_009219478
scaffold_432	4	YP_007173634,YP_007173635,YP_009124846,YP_009216915
scaffold_437	4	NP_417870,YP_004958118,YP_006489268,YP_008766911
scaffold_439	1	YP_007354398
scaffold_442	1	YP_238737
scaffold_444	2	YP_009218270,YP_009218288
scaffold_445	1	NP_417179
scaffold_446	2	YP_009012396,YP_009012397
scaffold_447	1	YP_009218156
scaffold_448	1	YP_293777
scaffold_450	1	YP_007354398
scaffold_455	1	YP_009012397
scaffold_457	2	YP_008873440,YP_238737
scaffold_464	1	YP_009007728
scaffold_465	1	YP_009015561
scaffold_468	1	YP_009003341
scaffold_478	1	YP_009124151
scaffold_480	1	YP_009015381
scaffold_484	1	YP_001498810
scaffold_491	2	YP_002225128,YP_009150853
scaffold_496	1	NP_048965
scaffold_513	1	YP_009208408
scaffold_514	2	YP_009012396,YP_009012397
scaffold_521	1	YP_009015561
scaffold_522	2	YP_001294783,YP_006987334
scaffold_536	1	YP_004306889
scaffold_538	1	YP_009044712
scaffold_546	1	NP_417870
scaffold_555	2	YP_009223776(2)
scaffold_556	1	NP_416772
scaffold_558	1	NP_417941
scaffold_563	7	YP_002221577,YP_002221581,YP_005102506,YP_005102508,YP_006560663,YP_006560680,YP_007237914
scaffold_566	2	YP_007004071,YP_009035540
scaffold_569	1	YP_004306459
scaffold_570	1	YP_293777
scaffold_573	1	YP_009015580
scaffold_574	1	YP_009003341
scaffold_576	2	YP_004251054,YP_009031310
scaffold_584	1	NP_417179
scaffold_591	7	YP_002221581,YP_005102506,YP_005102507,YP_005102508,YP_006560663,YP_006560667,YP_006560680
scaffold_593	3	NP_945097,YP_009202208,YP_009202210
scaffold_604	1	YP_009223154
scaffold_606	1	YP_009003341
scaffold_616	1	YP_009002822
scaffold_617	1	YP_006546319
scaffold_620	5	YP_006383486,YP_007392376,YP_009193979,YP_009218034,YP_239997
scaffold_622	6	YP_003347375,YP_003347382,YP_007010923,YP_009032146,YP_009032156,YP_009206133
scaffold_623	1	YP_009203403
scaffold_638	1	YP_001642368
scaffold_639	7	YP_009012597,YP_009012610,YP_009012653,YP_009012683,YP_009012686,YP_009017636,YP_009017691
scaffold_642	1	YP_009012396
scaffold_643	1	YP_009015561
scaffold_646	1	YP_002875699
scaffold_648	2	YP_002875699,YP_009219478
scaffold_649	1	YP_009012396
scaffold_650	1	YP_009205333
scaffold_653	1	YP_293777
scaffold_654	1	YP_009015561
scaffold_657	1	YP_238637
scaffold_658	2	YP_009018187,YP_009224382
scaffold_660	1	NP_048965
scaffold_669	1	NP_417179
scaffold_674	1	YP_007173635
scaffold_676	1	YP_006987334
scaffold_677	1	YP_002875699
scaffold_679	1	YP_009125916
scaffold_683	1	YP_003970036
scaffold_684	1	YP_008058973
scaffold_685	1	YP_009213821
scaffold_686	1	YP_009199317
scaffold_687	1	YP_009003341
scaffold_688	1	YP_009003341
scaffold_690	3	NP_418698,YP_009012397,YP_009012398
scaffold_693	2	YP_007354398,YP_009015381
scaffold_697	1	YP_002875699
scaffold_702	2	YP_001468976,YP_008051028
scaffold_704	2	YP_001285809,YP_009218063
scaffold_707	1	YP_009015580
scaffold_709	34	NP_052070,NP_052072,NP_052088,NP_052103,NP_052104,YP_001949753,YP_001949786,YP_009102804,YP_009102828,YP_009102835,YP_009198310,YP_009198311,YP_009198315,YP_009198318,YP_009198319,YP_009198325,YP_009198339,YP_009205652,YP_009205654,YP_009205670,YP_009205681,YP_009205682,YP_009205688,YP_009205689,YP_009205693,YP_009226197,YP_009226198,YP_009226200,YP_009226202,YP_009226203,YP_009226209,YP_009226211,YP_009226213,YP_009226220
scaffold_710	1	YP_293777
scaffold_711	1	YP_009003341
scaffold_712	1	YP_009010732
scaffold_714	1	YP_067975
scaffold_715	1	YP_009012397
scaffold_719	1	YP_009226831
scaffold_720	2	YP_008241225,YP_009195687
scaffold_729	1	YP_009208408
scaffold_730	1	YP_006536
scaffold_733	1	YP_238737
scaffold_737	1	YP_002225128
scaffold_770	1	NP_417467
scaffold_771	1	YP_006987334
scaffold_772	1	YP_009015561
scaffold_779	1	YP_009015381
scaffold_781	1	NP_932363
scaffold_782	2	YP_008438547,YP_238637
scaffold_785	1	YP_009003341
scaffold_790	1	YP_004306893
scaffold_796	1	YP_699933
scaffold_801	1	YP_009003341
scaffold_803	2	YP_007674420,YP_214489
scaffold_810	1	YP_006990558
scaffold_815	1	YP_002875699
scaffold_821	2	YP_009003341,YP_398605
scaffold_827	1	YP_008318291
scaffold_829	2	NP_048965,NP_417179
scaffold_831	1	YP_293777
scaffold_832	1	YP_002225128
scaffold_840	2	YP_009002822,YP_398605
scaffold_848	2	YP_009002822,YP_009003341
scaffold_854	1	YP_009003341
scaffold_872	3	NP_862888,YP_001285809,YP_009009153
scaffold_876	2	NP_286654,YP_008766911
scaffold_882	1	NP_417645
scaffold_885	1	NP_417111
scaffold_887	1	YP_007010923
scaffold_888	1	YP_009015561
scaffold_891	1	YP_009003341
scaffold_895	1	NP_417179
scaffold_899	1	YP_008766911
scaffold_902	1	NP_932363
scaffold_906	2	YP_008058925,YP_008058932
scaffold_907	1	YP_112541
scaffold_918	1	YP_006990347
scaffold_920	1	YP_009213821
scaffold_924	1	NP_757024
scaffold_928	1	YP_002875699
scaffold_930	5	NP_945278,YP_009196166,YP_009196167,YP_009196171,YP_164394
scaffold_935	1	YP_293777
scaffold_941	1	YP_009015580
scaffold_942	2	YP_004301374,YP_009221720
scaffold_952	1	YP_001700689
scaffold_953	1	NP_048965
scaffold_967	1	YP_009003341
scaffold_970	6	YP_009103075,YP_009196166,YP_009196167,YP_009196169,YP_009196171,YP_009204409
scaffold_978	1	YP_002875699
scaffold_979	1	YP_009223762
scaffold_985	1	NP_463515
scaffold_986	1	YP_293777
scaffold_989	1	YP_009223762
scaffold_991	2	YP_004306889,YP_004306890
scaffold_992	1	YP_009015381
scaffold_993	2	YP_004957628,YP_008318291
scaffold_995	1	YP_004306893
scaffold_998	1	YP_009012397
scaffold_1007	1	YP_009223851
scaffold_1010	1	YP_009223776
scaffold_1012	1	YP_002875699
scaffold_1021	1	YP_009223776
scaffold_1022	1	NP_312443
scaffold_1023	2	YP_004306889,YP_004306890
scaffold_1027	1	YP_006546319
scaffold_1036	1	YP_009003341
scaffold_1039	1	YP_004306893
scaffold_1047	1	YP_009223762
scaffold_1056	1	YP_009195825
scaffold_1061	1	NP_286654
scaffold_1063	1	YP_003969738
scaffold_1075	2	NP_048965(2)
scaffold_1081	1	NP_417179
scaffold_1082	1	YP_004306459
scaffold_1091	1	NP_048965
scaffold_1096	1	YP_001468682
scaffold_1100	2	YP_006987334,YP_009173627
scaffold_1104	3	YP_009012610,YP_009017628,YP_009017636
scaffold_1107	2	YP_003347382,YP_009010737
scaffold_1117	2	YP_009002822,YP_009003341
scaffold_1120	1	YP_007010923
scaffold_1127	1	YP_003970036
scaffold_1128	1	YP_009015561
scaffold_1129	1	YP_009218156
scaffold_1138	1	YP_009223851
scaffold_1139	1	YP_009223762
scaffold_1141	1	YP_009205333
scaffold_1151	3	YP_001974373,YP_009103080,YP_009191706
scaffold_1154	2	YP_008798266,YP_009206301
scaffold_1158	2	NP_311600,NP_417179
scaffold_1163	1	YP_009012396
scaffold_1166	1	YP_009218156
scaffold_1170	1	YP_009146551
scaffold_1177	1	NP_048965
scaffold_1181	1	YP_001294783
scaffold_1194	1	NP_048965
scaffold_1201	2	YP_004306889,YP_004306890
scaffold_1214	1	YP_009200994
scaffold_1215	2	NP_048965,YP_009012397
scaffold_1216	1	YP_398605
scaffold_1218	1	YP_398605
scaffold_1219	2	NP_311304,NP_313210
scaffold_1229	2	YP_009218270,YP_009218288
scaffold_1230	1	NP_417645
scaffold_1233	1	YP_009002822
scaffold_1237	1	YP_008438547
scaffold_1239	1	YP_002875699
scaffold_1258	1	NP_417701
scaffold_1264	1	NP_417645
scaffold_1271	1	YP_009015381
scaffold_1278	1	YP_009015580
scaffold_1283	1	YP_009003341
scaffold_1288	3	NP_048965,YP_009012396,YP_009012398
scaffold_1297	1	YP_009221720
scaffold_1306	2	NP_048965,YP_009005262
scaffold_1315	1	NP_417645
scaffold_1318	5	NP_795475,YP_001425602,YP_001522912,YP_008318135,YP_009223208
scaffold_1319	1	NP_417179
scaffold_1320	2	YP_003969456,YP_006987706
scaffold_1323	1	NP_048965
scaffold_1334	1	YP_001285862
scaffold_1339	2	YP_002875699,YP_398475
scaffold_1350	1	YP_009195802
scaffold_1355	1	YP_009213075
scaffold_1357	1	YP_006987334
scaffold_1359	1	YP_001285862
scaffold_1360	1	YP_009223851
scaffold_1363	1	YP_008320176
scaffold_1364	1	YP_009012397
scaffold_1366	1	YP_009015561
scaffold_1376	2	NP_932363,YP_007354398
scaffold_1386	1	YP_009012397
scaffold_1388	1	YP_009015580
scaffold_1389	1	NP_418015
scaffold_1396	1	YP_002875699
scaffold_1400	2	NP_417536,YP_009212514
scaffold_1401	1	NP_807108
scaffold_1403	1	YP_009015561
scaffold_1413	1	YP_009015561
scaffold_1420	1	NP_418015
scaffold_1423	2	YP_009010520,YP_009213821
scaffold_1424	1	YP_009015561
scaffold_1433	1	YP_398475
scaffold_1436	1	YP_009012397
scaffold_1446	1	YP_009134434
scaffold_1450	1	YP_009002822
scaffold_1457	1	YP_009173627
scaffold_1461	1	YP_007010969
scaffold_1468	1	YP_009003341
scaffold_1471	1	NP_417645
scaffold_1484	1	YP_240185
scaffold_1489	1	YP_009201941
scaffold_1495	1	YP_240185
scaffold_1501	1	NP_417179
scaffold_1507	2	YP_008853758,YP_009006594
scaffold_1508	1	YP_006987334
scaffold_1513	1	YP_004325011
scaffold_1523	1	YP_009003341
scaffold_1526	1	YP_009124151
scaffold_1532	2	YP_009012396,YP_009012397
scaffold_1535	6	YP_005102503,YP_005102506,YP_005102507,YP_005102508,YP_006560667,YP_006560680
scaffold_1538	2	NP_287150,YP_001449316
scaffold_1553	1	YP_009015561
scaffold_1557	1	YP_293777
scaffold_1561	1	YP_009012396
scaffold_1562	1	YP_008766911
scaffold_1570	2	YP_001468976,YP_008051028
scaffold_1573	3	NP_048965,NP_418015,YP_008766911
scaffold_1575	1	YP_004323194
scaffold_1585	1	YP_007354398
scaffold_1586	1	NP_416713
scaffold_1587	1	YP_009015381
scaffold_1593	1	YP_007354398
scaffold_1601	2	NP_312084,YP_009002822
scaffold_1605	1	NP_048965
scaffold_1607	1	YP_009012487
scaffold_1616	1	YP_009223776
scaffold_1619	1	NP_807108
scaffold_1624	2	NP_312886,YP_009003341
scaffold_1633	1	YP_009012397
scaffold_1641	1	YP_007673820
scaffold_1654	1	AFL47017
scaffold_1657	1	YP_009012397
scaffold_1665	1	YP_238637
scaffold_1667	1	NP_932363
scaffold_1672	1	NP_932363
scaffold_1673	1	NP_417179
scaffold_1690	1	YP_009012397
scaffold_1702	1	YP_007354398
scaffold_1704	7	NP_795521,NP_862888,NP_996701,NP_996704,NP_996708,NP_996712,YP_762533
scaffold_1705	2	YP_009010714,YP_009010716
scaffold_1708	1	NP_312084
scaffold_1711	1	YP_002290938
scaffold_1713	1	YP_007354398
scaffold_1726	3	NP_417111,YP_008766911,YP_009100756
scaffold_1735	1	YP_009223762
scaffold_1738	1	NP_048965
scaffold_1763	1	YP_240185
scaffold_1765	1	YP_009003341
scaffold_1768	1	NP_286654
scaffold_1770	1	YP_009223776
scaffold_1784	1	YP_529586
scaffold_1796	2	YP_002875699,YP_009126420
scaffold_1798	1	NP_048965
scaffold_1831	2	NP_757024,YP_002875699
scaffold_1849	1	NP_048965
scaffold_1852	1	YP_004306893
scaffold_1857	1	YP_007354398
scaffold_1862	1	NP_839905
scaffold_1868	2	YP_001425727,YP_001427287
scaffold_1885	1	YP_009124151
scaffold_1913	1	YP_009219403
scaffold_1920	2	YP_004306459,YP_008766911
scaffold_1923	1	YP_009012396
scaffold_1925	1	YP_009003341
scaffold_1963	1	NP_046717
scaffold_1988	1	YP_009015580
scaffold_2002	1	NP_048965
scaffold_2027	2	YP_009103069,YP_009204409
scaffold_2031	1	YP_293777
scaffold_2040	1	NP_754392
