id	nhit	hits
scaffold_0	4	NP_417179,YP_002875699,YP_007354398,YP_009002822
scaffold_1	1	YP_238737
scaffold_2	1	YP_009015561
scaffold_4	8	NP_695072(2),NP_996716,NP_996718,YP_006987334,YP_009015423,YP_009015561,YP_009147795
scaffold_5	1	YP_009012397
scaffold_6	1	YP_009134434
scaffold_7	4	YP_009003405,YP_009218270,YP_009218288,YP_164702
scaffold_8	1	YP_009201939
scaffold_9	2	YP_008873440,YP_009223762
scaffold_10	3	YP_002875699,YP_009015381,YP_009134466
scaffold_11	4	YP_001504318,YP_009010160,YP_009015647,YP_009147133
scaffold_12	3	NP_417179,YP_004306889,YP_009003341
scaffold_13	1	YP_007674390
scaffold_14	1	YP_007354398
scaffold_15	1	YP_001285862
scaffold_16	2	NP_417179,YP_002290919
scaffold_19	3	YP_009205333,YP_398605,YP_398606
scaffold_20	1	YP_008438659
scaffold_22	1	YP_001468682
scaffold_24	1	NP_417179
scaffold_25	2	YP_002875699,YP_009219478
scaffold_27	1	YP_009195802
scaffold_28	2	YP_002875699,YP_008318548
scaffold_29	2	NP_048965,YP_009012397
scaffold_31	1	YP_009223776
scaffold_32	1	YP_007354398
scaffold_36	2	YP_009012396,YP_009012397
scaffold_37	2	YP_009015561,YP_009153013
scaffold_38	1	YP_009190391
scaffold_39	1	YP_001425727
scaffold_41	1	YP_009012396
scaffold_42	1	YP_009015561
scaffold_43	1	YP_007002986
scaffold_44	1	YP_001468768
scaffold_45	1	NP_461667
scaffold_46	1	YP_009012397
scaffold_47	3	NP_286654,YP_002274211,YP_007675734
scaffold_48	1	NP_417467
scaffold_52	1	YP_293777
scaffold_55	2	NP_312084,YP_009015580
scaffold_58	1	YP_009003341
scaffold_62	1	NP_417179
scaffold_63	1	YP_002875699
scaffold_64	1	YP_009223762
scaffold_66	1	YP_003970036
scaffold_73	1	YP_008438547
scaffold_74	1	YP_238737
scaffold_76	1	YP_007354398
scaffold_78	1	NP_417179
scaffold_83	2	NP_417628,NP_417645
scaffold_85	1	YP_006987334
scaffold_86	1	YP_293777
scaffold_88	1	YP_007673911
scaffold_89	2	YP_004325011,YP_009003341
scaffold_93	2	NP_839905,YP_009008359
scaffold_95	1	YP_002925089
scaffold_96	1	YP_009015580
scaffold_97	1	YP_009003341
scaffold_100	2	YP_003969456,YP_009207552
scaffold_102	4	YP_001285809,YP_009213821,YP_009218063,YP_009226575
scaffold_103	1	YP_009223776
scaffold_105	1	YP_009015381
scaffold_106	1	NP_417628
scaffold_111	4	NP_048965,YP_001497591,YP_002274288,YP_007674420
scaffold_113	1	YP_293777
scaffold_114	1	YP_009015580
scaffold_115	1	NP_754310
scaffold_120	1	YP_001700580
scaffold_125	1	NP_418015
scaffold_127	1	YP_238637
scaffold_128	1	YP_529586
scaffold_129	1	YP_009003341
scaffold_131	74	AFL46928,AFL46929,AFL46930,AFL46931,AFL46932,AFL46933,AFL46934,AFL46935,AFL46936,AFL46937,AFL46938,AFL46939,AFL46940,AFL46942,AFL46943,AFL46944,AFL46945,AFL46946,AFL46947,AFL46951,AFL46953,AFL46954,AFL46960,AFL46961,AFL46964,AFL46965,AFL46966,AFL46967,AFL46971,AFL46975,AFL46976,AFL46977,AFL46979(2),AFL46983,AFL46984,AFL46985,AFL46987,AFL46989,AFL46991,AFL46997,AFL47000,AFL47002,AFL47004,AFL47005,AFL47006,AFL47007,AFL47008,AFL47009,AFL47010,AFL47011,AFL47012,AFL47013,AFL47014,AFL47015,AFL47017,AFL47021,AFL47022,AFL47023,AFL47026,AFL47027,AFL47044,AFL47047,AFL47048,AFL47051,AFL47052,AFL47053,AFL47054,AFL47056,YP_006502,YP_006540,YP_006569,YP_007111829,YP_009111189
scaffold_133	3	NP_795382,YP_008798279,YP_009223762
scaffold_134	1	NP_795382
scaffold_135	1	NP_417870
scaffold_136	1	YP_009003341
scaffold_137	1	NP_286654
scaffold_141	1	YP_009126420
scaffold_142	1	YP_009044841
scaffold_144	1	YP_009012397
scaffold_147	1	YP_004957628
scaffold_148	1	YP_009173395
scaffold_149	2	NP_932363,YP_009015561
scaffold_151	1	YP_293777
scaffold_152	1	NP_417870
scaffold_159	1	YP_002875699
scaffold_163	1	NP_708738
scaffold_166	1	YP_009168638
scaffold_171	2	NP_417298,YP_008125847
scaffold_174	1	YP_007354398
scaffold_175	1	NP_417645
scaffold_176	1	NP_709460
scaffold_179	1	YP_009015561
scaffold_181	1	YP_398606
scaffold_184	2	YP_002875699,YP_009012397
scaffold_188	1	YP_398605
scaffold_190	1	YP_002875699
scaffold_198	1	NP_417870
scaffold_199	1	NP_417870
scaffold_200	3	NP_416344,NP_416359,YP_006556
scaffold_209	1	NP_311600
scaffold_212	1	YP_009015586
scaffold_214	4	NP_416321,NP_416344,NP_416359,YP_007112195
scaffold_215	1	YP_009015580
scaffold_218	1	YP_009173395
scaffold_228	1	YP_002875699
scaffold_229	1	NP_839905
scaffold_231	1	YP_009220731
scaffold_232	1	YP_009012396
scaffold_233	1	YP_007674390
scaffold_234	1	NP_048019
scaffold_235	1	YP_009012397
scaffold_237	2	YP_008318533,YP_008318534
scaffold_239	1	YP_004894587
scaffold_241	1	NP_046717
scaffold_242	2	YP_002875699,YP_398475
scaffold_246	1	YP_001700689
scaffold_247	3	NP_312727,YP_009012397,YP_009012398
scaffold_248	1	YP_293777
scaffold_251	2	YP_004306889,YP_004306890
scaffold_253	1	YP_009015381
scaffold_254	3	NP_417870,YP_004958118,YP_006489268
scaffold_256	1	YP_006488
scaffold_260	1	YP_009012396
scaffold_262	1	NP_417179
scaffold_263	1	YP_009012397
scaffold_267	1	YP_009015561
scaffold_268	1	YP_238737
scaffold_269	13	NP_543053,NP_543067,NP_599068,NP_700408,NP_700409,NP_700410,NP_700417,NP_700418,YP_001272565,YP_007112100,YP_007112123,YP_008318515,YP_008318519
scaffold_270	33	YP_001700621,YP_001700623,YP_001700656,YP_003934734,YP_004934032,YP_004934033,YP_004934034,YP_004934035,YP_004934036,YP_004934038,YP_004934039,YP_004934040,YP_004934041,YP_004934042,YP_004934044,YP_004934045,YP_004934049,YP_004934050,YP_004934051,YP_004934052,YP_004934053,YP_006379,YP_006560836,YP_006569,YP_006590033,YP_007006929,YP_007111414,YP_007111423,YP_007112166,YP_007112167,YP_007947945,YP_007947954,YP_007947981
scaffold_271	1	YP_026220
scaffold_274	1	YP_009003341
scaffold_278	1	YP_009015561
scaffold_281	2	NP_417179,YP_008319823
scaffold_285	1	NP_416713
scaffold_292	1	YP_009012396
scaffold_294	1	YP_009218135
scaffold_299	3	NP_312727,YP_009012397,YP_009012398
scaffold_302	2	YP_398605,YP_398606
scaffold_306	2	YP_009012396,YP_009012397
scaffold_307	1	NP_417179
scaffold_308	1	YP_007673911
scaffold_311	1	YP_007354398
scaffold_314	2	YP_009226831,YP_293777
scaffold_319	1	YP_009012397
scaffold_320	1	YP_009015561
scaffold_321	3	NP_757061,YP_006527,YP_006528
scaffold_324	1	YP_009201823
scaffold_325	1	YP_007354398
scaffold_326	1	YP_240185
scaffold_329	10	NP_076586,NP_112710,NP_852588,NP_852590,NP_852592,YP_002117562,YP_003347570,YP_003358836,YP_009006553,YP_009206328
scaffold_332	1	NP_286654
scaffold_337	2	YP_238637,YP_398563
