id	nhit	hits
scaffold_0	3	YP_002875699,YP_004306893,YP_009003341
scaffold_1	2	YP_006987334,YP_007354398
scaffold_2	3	NP_417179,NP_932363,YP_009015381
scaffold_3	4	YP_007348470,YP_240185,YP_398605,YP_398606
scaffold_4	2	YP_009015561,YP_238637
scaffold_5	1	YP_398563
scaffold_6	8	YP_004306889,YP_007005879,YP_008873440,YP_009003404,YP_009003405,YP_009003406,YP_009005262,YP_009015561
scaffold_7	1	YP_009003341
scaffold_9	3	YP_007354398,YP_009015381,YP_238737
scaffold_10	1	NP_286654
scaffold_11	1	YP_238637
scaffold_12	2	YP_398605,YP_398606
scaffold_13	2	NP_417179,YP_009221720
scaffold_15	4	YP_004306889,YP_009003341,YP_009012396,YP_009012397
scaffold_16	7	NP_312128,NP_312135,NP_312144,NP_417628,NP_417645,NP_417701,YP_008766911
scaffold_17	1	NP_795430
scaffold_18	2	YP_004306893,YP_007010969
scaffold_20	1	YP_009015561
scaffold_21	1	YP_007674390
scaffold_23	2	YP_009018187,YP_009224382
scaffold_24	3	NP_996715,YP_009102085,YP_009145913
scaffold_26	2	YP_002875699,YP_009219478
scaffold_29	4	YP_001468682,YP_002225128,YP_009218270,YP_009218288
scaffold_31	1	YP_398475
scaffold_34	2	YP_001700689,YP_002274137
scaffold_36	1	YP_004508392
scaffold_37	1	NP_417179
scaffold_39	1	YP_002925089
scaffold_41	68	YP_009052485,YP_009052488,YP_009052490,YP_009052491,YP_009052492,YP_009052493,YP_009052494,YP_009052495,YP_009052496,YP_009052497(2),YP_009052498,YP_009052499,YP_009052500,YP_009052501,YP_009052502,YP_009052503,YP_009052504,YP_009052505,YP_009052506,YP_009052507,YP_009052508,YP_009052509,YP_009052511,YP_009052514,YP_009052516,YP_009052517,YP_009052518,YP_009052520,YP_009052522,YP_009052523,YP_009052524,YP_009052525,YP_009052526,YP_009052527,YP_009052528,YP_009052529,YP_009052530,YP_009052531,YP_009052532,YP_009052533,YP_009052534,YP_009052535(2),YP_009052537,YP_009052538,YP_009052539,YP_009052540,YP_009052541,YP_009052542,YP_009052543,YP_009052544,YP_009052545,YP_009052547,YP_009052548,YP_009052549,YP_009052550,YP_009052551,YP_009052552,YP_009052553,YP_009052554,YP_009052555,YP_009052556,YP_009052557,YP_009052558,YP_009052559,YP_009052560,YP_009052561
scaffold_42	1	NP_839905
scaffold_44	1	YP_002925089
scaffold_45	1	YP_238637
scaffold_46	1	YP_009012396
scaffold_49	2	YP_007354398,YP_009015381
scaffold_52	7	YP_004306889,YP_007005879,YP_008873440,YP_009003404,YP_009003405,YP_009003406,YP_009015561
scaffold_54	5	NP_414832,NP_543074,NP_752209,YP_001449315,YP_009180888
scaffold_57	2	YP_008408895,YP_009003341
scaffold_58	3	NP_312443,NP_418014,NP_418015
scaffold_59	1	YP_006987334
scaffold_60	2	YP_006560838,YP_009146551
scaffold_61	2	YP_004306457,YP_004306459
scaffold_62	3	NP_048965,YP_009012396,YP_009012397
scaffold_64	1	YP_009205333
scaffold_65	2	NP_416713,YP_007675734
scaffold_68	2	YP_009002822,YP_009003341
scaffold_69	1	YP_009015580
scaffold_71	4	YP_007003500,YP_007003503,YP_009217881,YP_009217891
scaffold_72	1	YP_009015580
scaffold_73	8	NP_313177,NP_313178,NP_708738,NP_756368,YP_006487,YP_006488,YP_008318534,YP_009177446
scaffold_74	1	YP_293777
scaffold_75	2	YP_009003339,YP_009003341
scaffold_76	59	YP_004782128,YP_004782134,YP_004782140,YP_004782142,YP_004782156,YP_004782160,YP_004782163,YP_004782164,YP_004782167,YP_004782168,YP_004782174,YP_004782187,YP_004782198,YP_004782202,YP_006908801,YP_006908808,YP_006908824,YP_006990624,YP_006990633,YP_006990667,YP_006990690,YP_006990692,YP_008239656,YP_009008433,YP_009008434,YP_009008483,YP_009008491,YP_009018654,YP_009032041,YP_009055525,YP_009055528,YP_009055529,YP_009055535,YP_009055546,YP_009055558,YP_009055562,YP_009055566,YP_009055567,YP_009055574,YP_009055576,YP_009055582,YP_009056130,YP_009056139,YP_009056154,YP_009056155,YP_009056173,YP_009056175,YP_009056179,YP_009056181,YP_009056186,YP_009056187,YP_009056190,YP_009056191,YP_009056192,YP_009056194,YP_009056195,YP_009056197,YP_009056198,YP_009056202
scaffold_80	2	YP_001285809,YP_002290919
scaffold_81	2	YP_006987334,YP_007348470
scaffold_82	3	YP_002875699,YP_009015586,YP_009015647
scaffold_83	2	NP_417645,YP_293777
scaffold_84	2	NP_417179,YP_002875699
scaffold_87	1	YP_009005262
scaffold_88	1	YP_009002822
scaffold_89	5	NP_048965,YP_007674419,YP_007674420,YP_009012396,YP_009012397
scaffold_90	2	NP_416280,YP_009015586
scaffold_93	1	YP_004306889
scaffold_94	1	NP_795382
scaffold_95	17	NP_050655,NP_417536,YP_001039848,YP_001111201,YP_001111202,YP_001111203,YP_001111204,YP_001111207,YP_001111214,YP_001111225,YP_008766911,YP_009211930,YP_009211931,YP_009212514,YP_024695,YP_024712,YP_024723
scaffold_96	1	YP_025050
scaffold_98	1	YP_009012397
scaffold_99	1	YP_238737
scaffold_100	2	YP_001504318,YP_009147133
scaffold_105	1	YP_009200994
scaffold_106	4	NP_416772,NP_417870,YP_004958118,YP_006489268
scaffold_107	3	YP_008854063,YP_009201941,YP_398563
scaffold_110	1	YP_006987334
scaffold_112	1	NP_417701
scaffold_113	3	YP_002875699,YP_009015586,YP_009015647
scaffold_114	1	YP_009015580
scaffold_115	1	YP_004306893
scaffold_116	3	YP_004306171,YP_238737,YP_239889
scaffold_117	1	YP_003970036
scaffold_118	1	YP_009173395
scaffold_120	1	YP_009012397
scaffold_123	1	NP_795430
scaffold_125	2	NP_839905,YP_009008359
scaffold_127	2	NP_543053,NP_543054
scaffold_128	1	YP_002875699
scaffold_130	1	YP_001427052
scaffold_133	1	YP_398563
scaffold_134	53	YP_003901,YP_003917,YP_003925,YP_003926,YP_003935,YP_004414820,YP_004414822,YP_004414839,YP_004414845,YP_004414846,YP_004414847,YP_004414851,YP_004414856,YP_004414859,YP_004414862,YP_004414863,YP_004414865,YP_004414866,YP_004414871,YP_004414874,YP_004414875,YP_004414876,YP_004414880,YP_004414881,YP_004414887,YP_004414894,YP_004414897,YP_007112677,YP_007112685,YP_007112690,YP_007112704,YP_007112708,YP_007112711,YP_007112716,YP_007112719,YP_007112726,YP_007112730,YP_007112741,YP_009112940,YP_009112946,YP_009112954,YP_009112968,YP_009112972,YP_009112974,YP_009112976,YP_009112978,YP_009112989,YP_009112993,YP_009112994,YP_009112998,YP_009113002,YP_009113009,YP_009113020
scaffold_141	1	YP_009012396
scaffold_143	2	YP_001504318,YP_009147133
scaffold_145	4	NP_049995,NP_695081,NP_945242,YP_950558
scaffold_148	2	YP_007002005,YP_007002006
scaffold_151	1	YP_008438547
scaffold_152	1	YP_006536
scaffold_154	1	YP_004306459
scaffold_156	4	NP_048965,YP_001497359,YP_007674420,YP_214489
scaffold_157	43	YP_001110829,YP_008239744,YP_008239746,YP_008239751,YP_008239756,YP_008767005,YP_008767036,YP_008767039,YP_009113189,YP_009168783,YP_009168788,YP_009168789,YP_009168791,YP_009168794,YP_009168797,YP_009168798,YP_009168799,YP_009168801,YP_009168807,YP_009168809,YP_009168820,YP_009168824,YP_009168825,YP_009168827,YP_009168828,YP_009168830,YP_009168832,YP_009168836,YP_009168838,YP_009168845,YP_009168849,YP_009168851,YP_009168852,YP_009168853,YP_009168854,YP_009168855,YP_009168857,YP_009168859,YP_009168879,YP_009191439,YP_009191556,YP_009191563,YP_224036
scaffold_158	1	YP_009015561
scaffold_159	1	YP_008766911
scaffold_160	6	YP_002221581,YP_005102506,YP_005102507,YP_005102508,YP_006560667,YP_006560680
