id	nhit	hits
scaffold_0	8	122814,110567,145094,128524,123884,145640,122884,21818
scaffold_1	8	136581,127736,112088,19088,115548,126324,146204,139406
scaffold_2	5	122799,126324,14594,112088,139291
scaffold_3	2	125231,139406
scaffold_4	1	114667
scaffold_5	1	128524
scaffold_6	4	110567,135530,122799,145094
scaffold_7	1	14439
scaffold_8	2	145640,128272
scaffold_11	2	134770,115548
scaffold_12	2	13688,135620
scaffold_13	1	126814
scaffold_14	1	17371
scaffold_16	1	27716
scaffold_17	1	27692
scaffold_18	1	146204
scaffold_19	2	122884,122814
scaffold_20	2	14594,114667
scaffold_23	2	122799,110567
scaffold_24	1	19088
scaffold_27	2	128524,19088
scaffold_28	1	145640
scaffold_29	1	27692
scaffold_31	1	139274
scaffold_32	4	123884,123889,28232,139406
scaffold_33	2	134995,28232
scaffold_34	2	19088,115548
scaffold_35	2	145094,19088
scaffold_37	1	146204
scaffold_38	1	149880
scaffold_40	1	28076
scaffold_41	1	110567
scaffold_42	1	126324
scaffold_44	2	139293,122044
scaffold_45	5	154076(2),122799,126811,139406
scaffold_46	4	122799,126822,28076,135922
scaffold_49	1	139406
scaffold_50	1	28232
scaffold_53	1	13688
scaffold_55	1	28437
scaffold_56	3	145094,123884,21818
scaffold_58	1	145640
scaffold_59	1	126811
scaffold_62	1	122799
scaffold_73	1	139293
scaffold_76	1	142501
scaffold_77	1	133224
scaffold_79	1	126811
scaffold_81	2	19088,116541
scaffold_84	1	128524
scaffold_92	1	19088
scaffold_93	1	112088
scaffold_99	1	126814
scaffold_103	1	12594
scaffold_104	1	127736
scaffold_105	1	155455
scaffold_108	1	126324
scaffold_112	3	13688,114667,135052
scaffold_114	1	128524
scaffold_116	1	138270
scaffold_117	1	21524
scaffold_119	2	123884,123889
scaffold_122	1	13688
scaffold_124	1	139406
scaffold_125	1	146204
scaffold_127	1	139293
scaffold_130	1	110285
scaffold_135	1	139291
scaffold_140	1	126811
scaffold_146	2	128524,133155
scaffold_148	1	131160
scaffold_150	3	145094,134659,139357
scaffold_151	1	134667
scaffold_152	1	126811
scaffold_155	2	139411,21259
scaffold_156	1	145094
scaffold_159	1	139293
scaffold_165	1	112088
scaffold_167	1	126814
scaffold_170	1	17371
scaffold_172	1	145094
scaffold_173	2	112088,114667
scaffold_174	1	112088
scaffold_178	1	21524
scaffold_185	2	123884,123889
scaffold_189	1	28232
scaffold_194	2	123884,123889
scaffold_195	1	140788
scaffold_201	2	123884,123889
scaffold_205	1	114667
scaffold_206	1	145094
scaffold_222	1	139293
scaffold_223	2	123884,123889
scaffold_231	2	110567,126324
scaffold_233	1	126811
scaffold_244	1	128524
scaffold_248	1	27716
scaffold_252	1	122044
scaffold_262	2	112088,135052
scaffold_264	1	128524
scaffold_265	1	110567
scaffold_266	2	154076,156117
scaffold_276	1	139293
scaffold_277	1	135530
scaffold_286	1	145094
scaffold_297	1	126324
scaffold_302	1	135574
scaffold_313	1	110567
scaffold_317	1	128314
scaffold_321	1	139291
scaffold_322	1	126814
scaffold_335	1	139293
scaffold_340	1	27692
scaffold_342	1	128524
scaffold_344	1	115548
scaffold_347	2	126324,21954
scaffold_363	1	115548
scaffold_364	1	128524
scaffold_366	1	28232
scaffold_382	1	14594
scaffold_384	1	128524
scaffold_388	2	128367,128272
scaffold_389	1	124071
scaffold_395	1	126811
scaffold_398	1	139406
scaffold_409	1	119499
scaffold_411	1	145640
scaffold_436	1	27692
scaffold_438	1	110567
scaffold_439	1	27716
scaffold_464	1	145094
scaffold_480	1	126324
scaffold_498	1	126814
scaffold_499	1	21954
scaffold_500	1	139293
scaffold_512	1	145640
scaffold_516	1	139293
scaffold_517	2	27716,143878
scaffold_520	1	110567
scaffold_523	1	126811
scaffold_541	1	113910
scaffold_542	1	128524
scaffold_549	1	145640
scaffold_553	1	146204
scaffold_554	1	114667
scaffold_555	1	126811
scaffold_560	1	139291
scaffold_577	1	17138
scaffold_581	1	128314
scaffold_595	1	19088
scaffold_596	1	139274
scaffold_597	1	139406
scaffold_610	1	114667
scaffold_614	2	139293,130031
scaffold_617	1	146204
scaffold_620	1	146204
scaffold_633	1	114667
scaffold_634	1	143877
scaffold_641	1	139406
scaffold_649	1	135394
scaffold_652	1	151867
scaffold_664	1	146308
scaffold_672	2	14404,14401
scaffold_681	1	151867
scaffold_685	1	126324
scaffold_686	1	27716
scaffold_693	1	125231
scaffold_723	1	126811
scaffold_727	1	126811
scaffold_750	1	126811
scaffold_768	1	122884
scaffold_780	1	115548
scaffold_781	1	115548
scaffold_787	1	139406
scaffold_791	1	145094
scaffold_799	1	26737
scaffold_807	2	133224,126814
scaffold_809	1	126811
scaffold_814	1	17251
scaffold_815	1	139406
scaffold_820	1	116542
scaffold_827	1	126814
scaffold_828	1	123884
scaffold_830	1	113291
scaffold_833	1	110567
scaffold_854	1	27692
scaffold_863	1	139274
scaffold_871	1	27692
scaffold_887	1	27058
scaffold_888	1	13688
scaffold_891	1	27822
scaffold_899	1	145094
scaffold_932	1	136581
scaffold_935	1	18274
scaffold_975	1	151867
scaffold_979	1	145640
scaffold_985	1	14346
scaffold_1002	1	17371
scaffold_1003	1	139291
scaffold_1005	1	128524
scaffold_1016	1	118826
scaffold_1050	2	110567,131494
scaffold_1064	1	123889
scaffold_1066	1	146204
scaffold_1083	2	123884,123889
scaffold_1095	2	123884,123889
scaffold_1098	1	146304
scaffold_1099	1	112088
scaffold_1109	2	146666,147326
scaffold_1115	1	139453
scaffold_1130	1	146308
scaffold_1154	1	128524
scaffold_1188	2	139473,17376
scaffold_1190	1	13688
scaffold_1200	1	135299
scaffold_1201	1	122799
scaffold_1210	1	139473
scaffold_1214	1	126814
scaffold_1281	1	145094
scaffold_1327	1	135620
scaffold_1333	1	135052
scaffold_1361	2	122799,145640
scaffold_1376	1	122814
scaffold_1408	1	146308
scaffold_1423	1	136582
scaffold_1430	1	128524
scaffold_1457	1	133224
scaffold_1559	1	14593
scaffold_1564	2	154803(2)
scaffold_1585	1	140788
scaffold_1599	1	27058
scaffold_1611	1	21954
scaffold_1617	1	123510
scaffold_1620	1	123889
scaffold_1631	1	126814
scaffold_1636	3	123889(2),123884
scaffold_1642	2	15835,145496
scaffold_1659	1	135052
scaffold_1666	1	122007
scaffold_1672	2	123884,123889
scaffold_1683	1	114667
scaffold_1699	1	140596
scaffold_1702	1	27613
scaffold_1710	1	134659
scaffold_1722	1	126814
scaffold_1733	1	126324
scaffold_1736	1	27716
scaffold_1741	1	146204
scaffold_1797	1	14594
scaffold_1807	1	14346
scaffold_1812	1	124071
scaffold_1833	1	133224
scaffold_1869	1	132147
scaffold_1882	1	135574
scaffold_1911	1	147328
scaffold_1914	1	122799
scaffold_1928	1	113301
scaffold_1941	1	126811
scaffold_1953	1	133218
scaffold_1964	1	147544
scaffold_2028	1	146204
scaffold_2056	1	13688
scaffold_2086	1	145640
scaffold_2089	1	124071
scaffold_2123	1	126811
scaffold_2140	1	126324
scaffold_2153	1	14594
scaffold_2158	1	21259
scaffold_2178	1	139411
scaffold_2187	1	124192
scaffold_2236	1	133224
scaffold_2242	1	122814
scaffold_2250	1	147544
scaffold_2266	1	110567
scaffold_2317	1	145094
scaffold_2337	1	151337
scaffold_2381	1	139406
scaffold_2401	2	14404,14401
scaffold_2402	3	133227,133207,133223
scaffold_2405	1	145094
scaffold_2443	3	13225,13224,13226
scaffold_2459	2	133217,133220
scaffold_2578	1	145640
scaffold_2591	1	126814
scaffold_2666	1	123884
scaffold_2692	1	146638
scaffold_2708	1	17376
scaffold_2714	2	133212,133219
scaffold_2848	1	146204
scaffold_2926	2	146666(2)
scaffold_2950	1	133224
scaffold_3004	1	126814
scaffold_3005	1	126324
scaffold_3006	1	123884
scaffold_3027	1	146638
scaffold_3133	1	126324
scaffold_3161	1	146304
scaffold_3176	5	133366,133384,133377,133379,133394
scaffold_3184	1	126995
scaffold_3212	1	146204
scaffold_3222	1	133393
scaffold_3234	1	126324
scaffold_3236	1	139293
scaffold_3260	1	28437
scaffold_3265	1	110567
scaffold_3280	3	133403,133380,133363
scaffold_3295	1	19088
scaffold_3297	1	19088
scaffold_3322	1	17371
scaffold_3333	2	122799,126822
scaffold_3386	2	133227,133207
scaffold_3387	1	14594
scaffold_3393	1	132147
scaffold_3505	1	136582
scaffold_3546	1	124192
scaffold_3568	1	19088
scaffold_3578	1	133218
scaffold_3588	1	139293
scaffold_3589	1	27716
scaffold_3590	1	131504
scaffold_3612	1	14346
scaffold_3624	1	123889
scaffold_3639	1	126814
scaffold_3702	1	122884
scaffold_3738	1	139274
scaffold_3773	1	114667
scaffold_3777	6	133391,133383,133374,133369,133402,133367
scaffold_3800	1	126811
scaffold_3828	2	123884,21818
scaffold_3845	1	133219
scaffold_3864	1	122799
scaffold_3880	1	151867
scaffold_3928	1	133218
scaffold_3943	1	110567
scaffold_3944	1	124071
scaffold_3974	2	17138,133220
scaffold_3993	1	125222
scaffold_4004	1	123884
scaffold_4009	1	139406
scaffold_4013	1	14439
scaffold_4043	1	112088
scaffold_4044	1	145640
scaffold_4048	1	123889
scaffold_4056	1	139293
scaffold_4083	1	130956
scaffold_4086	1	145640
scaffold_4177	1	133219
scaffold_4202	1	110567
scaffold_4316	1	15661
scaffold_4319	1	141383
scaffold_4336	1	146204
scaffold_4345	1	145640
scaffold_4449	1	13688
scaffold_4466	1	146308
scaffold_4468	1	128314
scaffold_4471	1	139406
scaffold_4482	1	126814
scaffold_4547	1	146204
scaffold_4555	3	133217,133214,133224
scaffold_4562	1	13177
scaffold_4577	1	114667
scaffold_4610	1	21954
scaffold_4853	2	133227,133207
scaffold_4918	1	139293
scaffold_4945	1	139406
scaffold_4952	1	133365
scaffold_4972	1	152547
scaffold_4994	1	133223
scaffold_5049	1	146204
scaffold_5068	1	142485
scaffold_5092	1	145094
scaffold_5150	1	16116
scaffold_5156	1	139473
scaffold_5183	1	13688
scaffold_5216	1	114519
scaffold_5302	1	133370
scaffold_5336	1	14439
scaffold_5355	1	114667
scaffold_5416	1	135530
scaffold_5453	1	144372
scaffold_5454	1	128314
scaffold_5512	1	133223
scaffold_5542	2	133227,133207
scaffold_5607	1	145640
scaffold_5639	1	147544
scaffold_5653	1	145094
scaffold_5697	1	115548
scaffold_5721	1	14404
scaffold_5754	2	147328,139473
scaffold_5778	1	146204
scaffold_5781	1	17376
scaffold_5792	1	132147
scaffold_5849	1	146638
scaffold_5874	1	139293
scaffold_5892	1	150014
scaffold_5995	1	15810
scaffold_6020	1	122799
scaffold_6046	1	133218
scaffold_6251	1	126814
scaffold_6262	1	131494
scaffold_6406	1	135620
scaffold_6439	1	114667
scaffold_6454	1	16116
scaffold_6478	1	19094
scaffold_6508	1	139073
scaffold_6524	1	133223
scaffold_6540	1	133224
scaffold_6543	1	22799
scaffold_6617	2	123884,123889
scaffold_6638	1	133219
scaffold_6651	1	139411
scaffold_6690	1	133212
scaffold_6692	1	133223
scaffold_6767	1	123884
scaffold_6802	1	133224
scaffold_6806	1	135620
scaffold_6900	1	21524
scaffold_7019	1	133387
scaffold_7112	1	146666
scaffold_7141	1	146204
scaffold_7163	1	128367
scaffold_7292	1	116541
scaffold_7299	1	133223
scaffold_7306	1	135530
scaffold_7312	1	139141
scaffold_7365	1	126814
scaffold_7611	1	116541
scaffold_7648	1	113068
scaffold_7650	1	21954
scaffold_7685	1	145094
scaffold_7768	1	128272
scaffold_7850	1	143738
scaffold_7891	1	133218
scaffold_7979	1	139453
scaffold_8001	1	126811
scaffold_8068	1	13688
scaffold_8082	1	123884
scaffold_8119	1	13688
scaffold_8127	1	128524
scaffold_8155	1	129300
scaffold_8220	1	128272
scaffold_8286	1	123884
scaffold_8440	1	147888
scaffold_8445	1	139406
scaffold_8488	1	119391
scaffold_8547	2	133371,133361
scaffold_8564	1	23175
scaffold_8673	1	145094
scaffold_8721	1	110567
scaffold_8786	1	145640
scaffold_8830	1	19088
scaffold_8845	1	17733
scaffold_8854	1	139473
scaffold_8905	1	133212
scaffold_8913	1	17152
scaffold_8916	1	134770
scaffold_8936	1	133360
scaffold_8963	1	133218
scaffold_8986	1	133223
scaffold_9097	1	123884
scaffold_9212	1	21524
scaffold_9243	1	22031
scaffold_9248	1	123224
scaffold_9381	1	114667
scaffold_9397	1	14439
scaffold_9415	1	133220
scaffold_9469	1	17371
scaffold_9499	1	133373
scaffold_9572	1	145640
scaffold_9639	1	123884
scaffold_9655	1	124071
scaffold_9667	1	145094
scaffold_9737	1	135530
scaffold_9796	1	158440
scaffold_9977	1	16116
scaffold_10042	1	22676
scaffold_10059	1	123884
scaffold_10224	1	123889
scaffold_10461	1	13177
scaffold_10479	1	126814
scaffold_10495	1	14346
scaffold_10526	1	122799
scaffold_10584	1	133224
scaffold_10698	1	135530
scaffold_10703	1	134659
scaffold_10907	1	140788
scaffold_10977	1	142485
scaffold_11211	1	133227
scaffold_11424	1	139293
scaffold_11548	1	122799
scaffold_11619	1	124071
scaffold_11677	1	154476
scaffold_11945	1	133224
scaffold_12006	1	145640
scaffold_12116	1	22799
scaffold_12289	1	117093
scaffold_12293	1	138270
scaffold_12422	1	154476
scaffold_12789	1	122720
scaffold_13166	1	122814
scaffold_13439	1	131494
scaffold_13711	1	138769
scaffold_13973	1	151226
scaffold_14016	1	136582
scaffold_14184	1	133218
scaffold_14552	1	144372
scaffold_14554	1	136582
scaffold_14699	1	126811
scaffold_15012	1	126324
scaffold_15021	1	15939
scaffold_15218	1	19088
scaffold_15300	1	15661
scaffold_15302	1	133224
scaffold_15459	1	19645
