id	nhit	hits
scaffold_0	5	122799,112088,114667,145640,133224
scaffold_1	2	128524,19088
scaffold_2	1	123889
scaffold_3	3	139291,15569,135713
scaffold_4	6	136581,26737,110567,124960,123884,123889
scaffold_5	1	145094
scaffold_6	15	17454,21524,14404,134296,14401,134325,135987,126324,139413,132147,139411,139414,120339,120672,146304
scaffold_7	4	21259,136925,145640,157775
scaffold_8	2	128524,113068
scaffold_9	2	126811,115548
scaffold_10	5	17310,133258,14346,122787,116595
scaffold_11	1	110567
scaffold_12	2	135975,129939
scaffold_13	3	14594,14593,128314
scaffold_14	2	12594,123071
scaffold_15	3	110567,19088,131160
scaffold_16	4	114667,146204,13688,126324
scaffold_17	1	126814
scaffold_18	6	145094,139406,122787,123884,15552,28721
scaffold_20	1	139293
scaffold_21	1	27692
scaffold_22	6	128589,135713,146204,15569,15652,15651
scaffold_24	2	146204,27716
scaffold_25	3	133224,133223,124071
scaffold_26	1	145094
scaffold_27	2	22676,17371
scaffold_28	4	28076,145094,123884,123889
scaffold_29	2	110567,131160
scaffold_31	2	134631,134633
scaffold_33	2	114667,19088
scaffold_34	1	126811
scaffold_36	2	126814,115548
scaffold_38	3	123884,139406,123889
scaffold_42	1	154566
scaffold_43	1	115548
scaffold_46	1	138438
scaffold_47	1	115548
scaffold_48	1	126814
scaffold_50	1	128314
scaffold_52	1	146204
scaffold_53	2	112088,133223
scaffold_54	3	122596,22510,116541
scaffold_55	2	134770,126814
scaffold_56	1	17152
scaffold_57	1	27889
scaffold_58	1	120878
scaffold_65	1	123884
scaffold_68	1	131083
scaffold_70	1	110567
scaffold_71	1	128524
scaffold_72	2	143738,145640
scaffold_73	1	26737
scaffold_74	1	19088
scaffold_77	1	146308
scaffold_79	2	122799,27692
scaffold_82	1	13688
scaffold_84	3	123884,150470,123889
scaffold_85	2	131247,11334
scaffold_87	1	133224
scaffold_89	3	12594,146304,14593
scaffold_90	1	155455
scaffold_91	1	126324
scaffold_94	1	28232
scaffold_96	3	24443,26528,24444
scaffold_97	1	129799
scaffold_99	2	28076,125231
scaffold_100	1	114667
scaffold_101	1	133224
scaffold_102	2	152433,16084
scaffold_103	1	139406
scaffold_104	4	152314,13688,14439,152296
scaffold_110	1	145640
scaffold_111	2	139293,115548
scaffold_115	41	117423,121499,121498,121557,121555,121558,121559,121497,121496,121495,121494,121395,121396,117818,121515,121577,121522,142107,121409,24713,121511,121560,121489,121484,121485,121486,121487,117821,121483,121404,121405,121406,121407,121401,121403,121579,121500,121585,24746,121582,121508
scaffold_117	5	135530,135984,145640,135985,145094
scaffold_123	1	126811
scaffold_124	1	145094
scaffold_126	1	139274
scaffold_130	1	139406
scaffold_136	1	14594
scaffold_140	1	128524
scaffold_141	1	151867
scaffold_142	2	12594,21524
scaffold_143	2	131316,19088
scaffold_144	1	134770
scaffold_146	1	146204
scaffold_148	1	17152
scaffold_149	2	145094,151867
scaffold_151	3	22404,22415,22425
scaffold_153	1	126324
scaffold_155	3	27716,139293,135052
scaffold_156	1	114667
scaffold_162	1	139473
scaffold_163	1	125231
scaffold_173	1	144085
scaffold_176	1	126811
scaffold_180	2	128524,14346
scaffold_182	1	145640
scaffold_183	2	128524,122799
scaffold_185	1	126811
scaffold_187	2	123884,123889
scaffold_189	1	21259
scaffold_190	1	121919
scaffold_191	2	30637,135503
scaffold_201	1	126811
scaffold_204	1	109300
scaffold_206	2	110567,126324
scaffold_207	1	27584
scaffold_208	1	19088
scaffold_209	1	110567
scaffold_210	1	135575
scaffold_211	2	110567,135529
scaffold_213	1	139406
scaffold_216	1	154803
scaffold_217	1	24906
scaffold_218	1	110567
scaffold_221	2	124220(2)
scaffold_223	2	16086,16084
scaffold_226	3	21566,157492,124547
scaffold_227	1	139073
scaffold_228	1	122814
scaffold_231	1	145094
scaffold_232	1	156845
scaffold_242	2	145094,19088
scaffold_243	1	149487
scaffold_247	5	15638(2),156393,136925,152261
scaffold_248	1	125231
scaffold_249	2	146204,126811
scaffold_254	1	14346
scaffold_259	4	120670,15925,25324,26567
scaffold_260	1	22211
scaffold_266	1	122799
scaffold_267	1	138438
scaffold_268	1	122884
scaffold_269	6	19492,24793,24792,24796,19489,24795
scaffold_270	1	28076
scaffold_271	1	28232
scaffold_276	1	145336
scaffold_281	2	128194,128196
scaffold_287	1	139011
scaffold_291	1	19088
scaffold_292	1	115548
scaffold_293	2	135502,115548
scaffold_295	2	143732,135110
scaffold_296	3	145550,138907,131160
scaffold_298	2	133224,145640
scaffold_302	1	143877
scaffold_311	1	135790
scaffold_312	1	150470
scaffold_316	1	151337
scaffold_317	1	12594
scaffold_319	2	123884,123892
scaffold_321	1	143609
scaffold_322	1	132102
scaffold_328	1	127736
scaffold_339	1	139406
scaffold_341	1	126324
scaffold_344	1	25116
scaffold_346	2	14404,14401
scaffold_348	1	127413
scaffold_359	3	14222(2),28430
scaffold_361	1	130637
scaffold_368	1	128524
scaffold_372	1	145640
scaffold_378	1	149678
scaffold_381	2	131928,143054
scaffold_383	2	135574,28306
scaffold_386	1	157361
scaffold_388	2	157663,17002
scaffold_395	1	14594
scaffold_397	3	22676,134995,146615
scaffold_405	1	21833
scaffold_410	1	27716
scaffold_426	1	134821
scaffold_427	2	21288,144550
scaffold_429	3	149414(2),21988
scaffold_431	1	21690
scaffold_432	1	145698
scaffold_437	4	150082,150270,15795,15772
scaffold_443	2	150339,131541
scaffold_448	1	139473
scaffold_449	1	131853
scaffold_461	1	28076
scaffold_470	1	149804
scaffold_474	1	128524
scaffold_477	1	139073
scaffold_479	1	24432
scaffold_481	3	135530,135508,135509
scaffold_494	16	119748,114276,121883,15937,119749,119774,15939,123224,123188,139676,119755,117437,117376,117378,19593,139655
scaffold_499	1	144043
scaffold_503	1	24702
scaffold_515	1	134871
scaffold_520	2	154067,154068
scaffold_526	1	131779
scaffold_543	1	17578
scaffold_548	1	123171
scaffold_549	1	141131
scaffold_559	1	21833
scaffold_562	7	19423,24722,24723,24720,24718,19414,24716
scaffold_567	1	112088
scaffold_568	1	135052
scaffold_575	2	123884,21818
scaffold_583	1	132147
scaffold_586	1	120556
scaffold_588	1	126324
scaffold_589	1	24688
scaffold_594	2	139279,145640
scaffold_595	1	21524
scaffold_597	1	28076
scaffold_604	1	24351
scaffold_607	1	138270
scaffold_615	3	110567,16116,122044
scaffold_617	2	146294,28376
scaffold_652	1	132683
