id	nhit	hits
scaffold_0	5	126324,123884,135394,135299,123889
scaffold_1	3	110567,145094,17152
scaffold_2	11	139260(2),139261,27692,110567,139413,123884,139411,139414,120647,135975
scaffold_3	4	128524,133258,28721,139460
scaffold_4	3	154803(2),142501
scaffold_5	5	120670,145640,23349,155305,139406
scaffold_6	3	136581,134296,134325
scaffold_8	4	147328,139473,146638,139291
scaffold_9	7	135989,136582,128367,115788,115787,128272,135987
scaffold_10	3	139429,152314,115548
scaffold_12	4	12594,146304,122168,21524
scaffold_16	2	14404,14401
scaffold_17	2	139458,123889
scaffold_18	3	132147,14401,115548
scaffold_22	1	110567
scaffold_24	3	139411,131238,115548
scaffold_25	1	155455
scaffold_26	1	134631
scaffold_28	1	139291
scaffold_31	1	139291
scaffold_32	3	134300,120669,139406
scaffold_33	1	21524
scaffold_36	5	135575,135530,135508,135509,127413
scaffold_37	3	139411,115548,138769
scaffold_38	1	145094
scaffold_39	1	14646
scaffold_40	1	128524
scaffold_42	1	123884
scaffold_44	2	133258,22752
scaffold_45	1	146304
scaffold_47	1	22031
scaffold_48	5	134296,134839,134285,134325,134304
scaffold_53	1	145094
scaffold_54	2	120339,14346
scaffold_55	3	110567,145094,122596
scaffold_56	1	139406
scaffold_57	2	123884,131238
scaffold_58	1	148367
scaffold_59	1	139406
scaffold_60	2	12594,21524
scaffold_63	2	19088,139406
scaffold_65	1	133258
scaffold_67	1	123889
scaffold_68	1	13688
scaffold_70	2	123884,123889
scaffold_72	2	28437,21954
scaffold_73	3	28076,139293,135922
scaffold_75	1	126811
scaffold_76	2	135984,135985
scaffold_78	1	122168
scaffold_82	3	138907,145550,131160
scaffold_84	7	133207,133212,133227,112088,133223,133218,133219
scaffold_91	2	126324,142720
scaffold_95	2	126811,28721
scaffold_96	3	135989,135984,135985
scaffold_97	1	126324
scaffold_99	1	28076
scaffold_103	1	123889
scaffold_108	1	145094
scaffold_109	1	146308
scaffold_112	1	110567
scaffold_115	1	110567
scaffold_116	1	155455
scaffold_118	1	14439
scaffold_122	1	128194
scaffold_124	1	134495
scaffold_128	1	15754
scaffold_129	2	110567,135286
scaffold_130	1	139293
scaffold_136	1	135299
scaffold_142	1	112088
scaffold_145	4	123884,18776,14594,123889
scaffold_146	2	18274,14439
scaffold_147	1	24351
scaffold_151	2	113291,14873
scaffold_157	1	110567
scaffold_160	2	123884,123889
scaffold_167	1	139293
scaffold_168	1	126324
scaffold_170	1	120670
scaffold_174	1	135530
scaffold_175	1	110567
scaffold_176	1	134337
scaffold_179	2	142485,14401
scaffold_184	1	12594
scaffold_185	2	126324,21524
scaffold_186	3	139411,131238,115548
scaffold_187	2	123884,123889
scaffold_195	1	126811
scaffold_198	1	139011
scaffold_199	1	13688
scaffold_203	8	133217,133207,133212,133227,133223,133218,133219,133220
scaffold_205	1	140527
scaffold_209	1	124220
scaffold_211	1	128194
scaffold_212	6	133217,133214,133224,133220,17138,139324
scaffold_215	1	110567
scaffold_218	1	19088
scaffold_222	6	133207,133212,133227,133223,133218,133219
scaffold_227	2	138438,154803
scaffold_228	2	132167,135975
scaffold_232	1	21954
scaffold_233	1	18274
scaffold_237	2	150339,131541
scaffold_239	2	145640,139357
scaffold_241	1	120556
scaffold_243	1	146204
scaffold_245	1	139293
scaffold_247	1	126324
scaffold_249	1	22676
scaffold_260	9	154067,130264,156097,154022,154024,154025,154068,156084,154069
scaffold_267	5	113909,116589,27716,16025,26164
scaffold_269	2	145094,129300
scaffold_272	3	135574,129804,15543
scaffold_273	2	135574,28306
scaffold_284	1	126324
scaffold_286	1	27584
scaffold_313	1	142485
scaffold_315	1	125231
scaffold_322	1	126324
scaffold_326	1	146204
scaffold_327	1	135790
scaffold_329	1	112840
scaffold_332	1	21991
scaffold_334	1	146304
scaffold_338	1	142501
scaffold_339	1	14646
scaffold_340	1	15552
scaffold_341	1	146204
scaffold_362	1	142501
scaffold_368	1	16989
scaffold_369	3	146304,134296,134325
scaffold_376	1	145094
scaffold_377	1	126814
scaffold_383	1	139293
scaffold_387	2	110567,135529
scaffold_388	1	14401
scaffold_395	1	126814
scaffold_396	1	139406
scaffold_397	1	127736
scaffold_399	2	22157,27584
scaffold_402	1	14401
scaffold_403	2	132100,132102
scaffold_405	1	114667
scaffold_406	2	123884,123889
scaffold_409	1	126811
scaffold_419	2	123884,123889
scaffold_422	1	19088
scaffold_423	1	17138
scaffold_425	1	126814
scaffold_428	1	110567
scaffold_431	1	149487
scaffold_437	2	123884,28721
scaffold_438	2	110567,126814
scaffold_440	1	15569
scaffold_445	1	116541
scaffold_463	1	21524
scaffold_466	1	17578
scaffold_470	1	128524
scaffold_471	1	149678
scaffold_474	1	126814
scaffold_481	1	110567
scaffold_485	1	124192
scaffold_488	1	19088
scaffold_489	1	124071
scaffold_493	1	145640
scaffold_507	3	123884,139293,123889
scaffold_508	1	114667
scaffold_509	6	133207,133212,133227,133223,133218,133219
scaffold_513	2	14346,134337
scaffold_516	1	146204
scaffold_519	1	131928
scaffold_521	1	126811
scaffold_526	1	114667
scaffold_530	1	122959
scaffold_535	2	138438,154803
scaffold_539	1	139293
scaffold_545	2	139413,139411
scaffold_550	1	128524
scaffold_551	2	128194,128196
scaffold_553	1	140881
scaffold_556	1	126811
scaffold_569	1	146542
scaffold_570	1	145094
scaffold_574	2	128194,128196
scaffold_578	1	135984
scaffold_582	1	21954
scaffold_590	2	142485,114667
scaffold_606	1	146204
scaffold_607	1	138438
scaffold_608	1	114519
scaffold_609	1	145094
scaffold_611	1	28232
scaffold_612	2	135502,115548
scaffold_619	4	120670,26567,25324,15925
scaffold_620	1	126324
scaffold_623	1	132147
scaffold_625	1	149577
scaffold_626	1	123298
scaffold_628	2	145094(2)
scaffold_635	1	145640
scaffold_642	1	115548
scaffold_646	1	126814
scaffold_647	1	145094
scaffold_650	1	154803
scaffold_657	1	115548
scaffold_664	1	126814
scaffold_671	1	114667
scaffold_693	3	151511,110828,136020
scaffold_695	1	110567
scaffold_699	1	110567
scaffold_700	1	139411
scaffold_706	1	150230
scaffold_712	1	126324
scaffold_713	1	22404
scaffold_719	1	139293
scaffold_722	1	135530
scaffold_739	1	27058
scaffold_757	1	112088
scaffold_768	1	154444
scaffold_771	2	134631,134633
scaffold_786	1	135984
