id	nhit	hits
scaffold_0	2	146204,155455
scaffold_1	2	146204,21954
scaffold_2	1	145094
scaffold_4	1	126811
scaffold_5	6	122799,135574,126324,146204,126811,135052
scaffold_6	2	123884,123889
scaffold_7	1	145094
scaffold_8	2	128524,28232
scaffold_9	1	128524
scaffold_10	1	114667
scaffold_11	1	134770
scaffold_12	1	125231
scaffold_13	3	154803(2),142501
scaffold_14	4	139291,139473,146638,147328
scaffold_15	1	152976
scaffold_16	2	128524,122799
scaffold_17	1	145094
scaffold_19	5	131853,131928,143054,131247,154078
scaffold_20	6	157492,21566,22211,25116,124547,132153
scaffold_22	1	145094
scaffold_23	7	28306,26567,15925,21833,25605,135574,120670
scaffold_24	1	16084
scaffold_25	1	15569
scaffold_26	2	122799,126324
scaffold_27	5	134631,17578,134633,117686,154803
scaffold_28	2	14404,14401
scaffold_30	4	14404,145094,14401,128314
scaffold_31	1	131779
scaffold_32	2	135530,139293
scaffold_33	1	142485
scaffold_34	1	112840
scaffold_36	2	139955,149678
scaffold_38	1	110567
scaffold_39	2	139293,115548
scaffold_40	4	110567,135529,22425,22415
scaffold_41	1	134821
scaffold_45	1	136581
scaffold_46	5	131237,156169,21259,158286,135536
scaffold_47	3	115548,135502,135790
scaffold_50	2	13688,114519
scaffold_51	4	123884,21818,123892,139073
scaffold_52	2	150339,131541
scaffold_53	1	126811
scaffold_54	3	145094,139274,139406
scaffold_55	2	142485,114667
scaffold_56	1	145640
scaffold_57	2	158440,134871
scaffold_58	1	14401
scaffold_59	1	123884
scaffold_60	2	128524,14346
scaffold_62	1	126814
scaffold_63	1	139293
scaffold_64	1	14346
scaffold_65	2	128524,145094
scaffold_68	4	147328,139473,146638,142501
scaffold_69	6	135575,127413,135530,130637,135508,135509
scaffold_70	1	126324
scaffold_71	2	13688,145336
scaffold_73	1	19088
scaffold_76	2	126324,145094
scaffold_78	2	144043,139011
scaffold_79	2	14346,139406
scaffold_81	4	110567,128367,18274,128272
scaffold_83	1	145094
scaffold_85	1	110567
scaffold_86	2	116541,139406
scaffold_87	4	122799,123884,139293,123889
scaffold_88	2	126324,145640
scaffold_89	1	135620
scaffold_92	3	123884,139411,29011
scaffold_94	2	146204,126811
scaffold_96	1	109300
scaffold_97	1	123050
scaffold_99	3	146666,139473,146638
scaffold_100	1	146304
scaffold_101	1	128314
scaffold_103	3	27716,14439,27717
scaffold_104	1	110567
scaffold_108	2	146204,27716
scaffold_109	1	13688
scaffold_110	2	135989,135984
scaffold_111	1	145094
scaffold_112	1	110567
scaffold_113	1	14128
scaffold_115	2	144550,132683
scaffold_116	1	132147
scaffold_118	1	24688
scaffold_119	1	110567
scaffold_122	3	123884,126814,123889
scaffold_123	1	135299
scaffold_125	3	24560,126324,21524
scaffold_128	3	139411,131238,115548
scaffold_129	4	139291,123884,147899,123889
scaffold_130	2	155504,154803
scaffold_138	1	128524
scaffold_139	2	124192,126814
scaffold_140	3	129799,122720,145094
scaffold_142	3	145550,138907,131160
scaffold_143	1	139293
scaffold_144	3	145094,145640,135530
scaffold_145	1	115548
scaffold_147	1	122799
scaffold_149	1	26528
scaffold_150	1	126811
scaffold_152	1	145640
scaffold_154	1	19088
scaffold_155	1	19088
scaffold_156	2	123884,123889
scaffold_157	4	154067,146294,154068,28376
scaffold_158	1	27692
scaffold_159	1	139274
scaffold_161	2	122884,122814
scaffold_163	2	28437,134770
scaffold_164	2	114667,129300
scaffold_166	1	134329
scaffold_168	1	126822
scaffold_173	2	123884,123889
scaffold_174	3	21954,123884,123889
scaffold_176	2	149577,131784
scaffold_178	1	139293
scaffold_179	2	21954,21833
scaffold_181	1	146204
scaffold_182	8	149466,138157,27716,150470,113909,116589,16025,26164
scaffold_184	3	139411,131238,115548
scaffold_186	1	126811
scaffold_188	4	123171,20022,141131,21136
scaffold_189	4	14346,134337,126811,27058
scaffold_190	1	151867
scaffold_194	2	133212,133219
scaffold_195	3	139411,138769,115548
scaffold_201	1	110567
scaffold_205	1	113291
scaffold_208	1	122814
scaffold_209	3	22676,134995,118826
scaffold_212	1	142742
scaffold_215	1	13244
scaffold_219	1	146298
scaffold_222	1	28232
scaffold_224	3	146304,134296,134325
scaffold_226	1	126814
scaffold_227	1	139293
scaffold_229	3	122799,126822,27716
scaffold_230	3	145094,123884,21818
scaffold_232	2	22404,145698
scaffold_242	1	12594
scaffold_246	31	121499,121498,121557,121555,16136,121558,121559,121497,121496,121495,121494,121395,121577,121522,121500,121560,121489,121484,121485,121486,121487,121483,121404,121405,121406,121407,121401,121403,121579,121409,121585
scaffold_248	5	15854,15855,15857,15858,15861
scaffold_252	2	24443,24444
scaffold_253	1	124220
scaffold_258	1	139406
scaffold_260	1	125231
scaffold_261	1	126814
scaffold_262	1	142485
scaffold_263	1	146204
scaffold_268	1	145094
scaffold_273	1	139406
scaffold_276	2	123884,123889
scaffold_283	2	115878,138438
scaffold_284	1	112088
scaffold_287	1	110567
scaffold_288	1	139406
scaffold_291	1	26668
scaffold_294	3	123884,16086,16084
scaffold_295	1	136581
scaffold_299	5	135989,135990,135052,17251,135987
scaffold_300	1	126324
scaffold_301	1	110567
scaffold_306	1	139293
scaffold_307	1	139453
scaffold_308	1	126814
scaffold_309	1	145094
scaffold_310	1	12594
scaffold_311	2	130264,16989
scaffold_313	1	126814
scaffold_314	1	28076
scaffold_317	1	114667
scaffold_318	2	149414,21991
scaffold_331	1	131160
scaffold_332	1	110567
scaffold_337	18	15450,133217,133214,15523,133212,15615,15625,133224,133223,15522,133218,133220,17138,15524,15513,133219,15520,15517
scaffold_338	29	117422,19713,19712,19710,117373,123216,117465,24891,19699,119774,119771,139582,19576,19706,139583,19591,19590,117434,15937,117433,15939,125663,117472,19686,19681,121440,139616,119769,151226
scaffold_340	2	18274,14439
scaffold_344	1	135394
scaffold_346	1	19088
scaffold_347	2	110567,126324
scaffold_352	2	126324,21954
scaffold_353	1	19088
scaffold_358	1	13688
scaffold_363	2	134770,14401
scaffold_373	1	146204
scaffold_374	1	13688
scaffold_375	1	149414
scaffold_377	6	133207,133212,133224,133223,133218,133219
scaffold_379	1	127736
scaffold_390	1	122884
scaffold_398	1	28430
scaffold_411	4	133223,133212,133218,133219
scaffold_414	2	128524,120647
scaffold_417	1	151337
scaffold_436	2	25878,24351
scaffold_438	1	122799
scaffold_441	1	139411
scaffold_450	2	136922,135616
scaffold_459	1	19088
scaffold_460	3	133227,133207,133223
scaffold_462	1	139293
scaffold_471	1	139406
scaffold_482	1	126814
scaffold_483	1	126324
scaffold_487	1	131651
scaffold_494	1	146615
scaffold_495	1	122168
scaffold_504	1	139413
scaffold_506	1	12594
scaffold_511	1	133224
scaffold_514	1	124192
scaffold_516	1	110567
scaffold_527	1	17152
scaffold_528	1	28076
scaffold_533	1	136581
scaffold_536	1	12594
scaffold_539	1	13249
scaffold_548	1	15552
scaffold_550	1	20294
scaffold_553	1	124071
scaffold_554	1	135975
scaffold_555	1	146204
scaffold_562	1	135530
scaffold_564	1	142501
scaffold_567	1	151867
scaffold_571	1	17376
scaffold_575	1	134337
scaffold_577	1	149577
scaffold_579	1	123889
scaffold_589	1	27584
scaffold_593	1	21690
scaffold_598	2	138438,154803
scaffold_600	1	17152
scaffold_601	1	126324
scaffold_609	2	126324,133224
scaffold_610	1	14594
scaffold_619	1	27841
scaffold_621	1	142485
scaffold_622	1	27058
scaffold_623	3	128367,140387,128272
scaffold_632	1	115548
scaffold_639	1	155080
scaffold_646	1	133258
scaffold_655	1	17152
scaffold_657	1	139406
scaffold_667	1	135574
scaffold_670	1	133224
scaffold_675	2	154076,156117
scaffold_676	1	128524
scaffold_684	6	139613,139652,15987,139658,139659,149772
scaffold_685	2	132167,21259
scaffold_687	6	15759,15761,15762,15763,15760,15754
